,Unnamed: 0,license,location,pmcid,pmid,doi,pubdate,source,number,text,software,version,ID,curation_label,software_upper,mention_counts
30,214412,,,,,10.1371/journal.pone.0134408,2015,Bioinformatic Analysis,0, Variant calling was done using the GATK Unified Genotyper [,GATK Unified Genotyper,,SM31115,software,GATK UNIFIED GENOTYPER,399
31,269329,,,,,10.1038/s41438-019-0195-6,2019,Data storage and visualization,288,Gbrowse,Gbrowse,,SM78455,software,GBROWSE,4214
32,17497,comm,comm/Sci_Rep/PMC6949297.nxml,6949297,31913305.0,10.1038/s41598-019-54714-w,2020,Detection of putative recombination event,57,"The RDP4 was preferred because it employs a combination of seven different algorithms named RDP, GENECONV, BootScan, MaxChi, Chimaera, SiScan and 3Seq to better unleash putative recombinant and parent isolates at p < 0.001",GENECONV,,SM6277,software,GENECONV,2775
33,135055,comm,comm/PLoS_One/PMC7584228.nxml,7584228,33095845.0,10.1371/journal.pone.0241109,2020,Design of primers and probes and their optimization,13,"As further verification of the in silico specificity, the most-related nucleotide sequences found by the BLAST software (the expected amplicons of the probe-based real-time PCR protocol were queried), were aligned using the MAFFT program [32] (Figs 2–5), implemented within the Geneious® 10.2.6 software (Biomatters, http://www.geneious.com).",Geneious®,10.2.6,SM1149,software,GENEIOUS®,368
34,53324,comm,comm/PLoS_One/PMC2500166.nxml,2500166,18714348.0,10.1371/journal.pone.0002994,2008,Dataset sources,7,Hierarchical cluster analysis and PCA were performed using GeneSpring GX 7.3,GeneSpring GX,7.3,SM6158,software,GENESPRING GX,7508
35,10646,comm,comm/Int_J_Environ_Res_Public_Health/PMC7699846.nxml,7699846,33233800.0,10.3390/ijerph17228640,2020,2.3.2. Topic Modeling and Sentiment Analysis in Chinese,17,"We select the open-source toolkits Jieba and Gensim for Chinese text segmentation and faster implementation of LDA, respectively",Gensim,,SM64014,software,GENSIM,500
36,13416,comm,comm/J_Cancer/PMC7477451.nxml,7477451,32913461.0,10.7150/jca.44915,2020,Statistical analysis,4,"All data were analyzed using IBM SPSS Statistics for Windows, (version, 25.0, IBM Corp., Armonk, NY) and R software (Version 3.6.0) with the packages rms, Hmisc, and ggplot",ggplot,,SM17050,software,GGPLOT,1908
37,6049,comm,comm/Sci_Rep/PMC6911050.nxml,6911050,31836841.0,10.1038/s41598-019-55583-z,2019,,39,(Plotted in Gnuplot and combined using Gimp).,Gimp,,SM7797,software,GIMP,3431
38,97843,,,,,10.1371/journal.pone.0035544,2012,fig_caption,4," These IHC stainings were quantified (Panel B and C), and expression levels compared by Dunn's multiple comparison test (GraphPad Prism4)",GraphPad Prism4,,SM15091,software,GRAPHPAD PRISM4,516
39,198791,comm,comm/PeerJ/PMC8088210.nxml,8088210,33986994.0,10.7717/peerj.11273,2021,fig_caption,3,(G) Visualization of GSEA results for cell cycles in GSE36376,GSEA,,SM5262,software,GSEA,126012
40,115309,comm,comm/Evid_Based_Complement_Alternat_Med/PMC6996682.nxml,6996682,32063986.0,10.1155/2020/6964737,2020,2.1. Setting and Study Population,4,"The sample size was determined by G∗Power software (version 3.1.9.4) with a Cohen's f effect size estimated to be 0.31, based on means and standard deviations reported by van der Vennet and Serice [8], with a power of 0.80 and an alpha of 0.05",G∗Power,,SM22880,software,G∗POWER,1380
41,63775,,,,,10.1186/1752-0509-8-5,2014,paper_abstract,0, Our parallel method is extended to work with the Hadoop MapReduce programming model and is executed in different cloud computing environments,Hadoop MapReduce,,SM70914,software,HADOOP MAPREDUCE,554
42,187672,comm,comm/BMC_Genomics/PMC6000968.nxml,6000968,29898659.0,10.1186/s12864-018-4804-9,2018,Software,31,"Data was handled, filtered and scored through in-house R scripts (https://www.r-project.org/) as described before [11]",in-house R scripts,,SM16775,software,IN-HOUSE R SCRIPTS,189
43,200257,comm,comm/PLoS_One/PMC5079567.nxml,5079567,27780224.0,10.1371/journal.pone.0164891,2016,Results,22,"The difference in time expenditure was statistically significant between BrainVoyager and 3D Slicer (P < 0.001), and between BrainVoyager and ITK-Snap (P < 0.001), but not between 3D Slicer and ITK-Snap (P = 0.887)",ITK-Snap,,SM31,software,ITK-SNAP,1756
44,248894,,,,,10.1007/s00438-018-1439-0,2018,Methods,7,The values of average nucleotide identity calculated with Blast (ANIb) or Mummer (ANIm) were obtained using the online software JSpeciesWS with default parameters (Richter et al,JSpeciesWS,,SM6987,software,JSPECIESWS,428
45,190032,,,,,10.1155/2016/3818236,2016,2. Data,6,South Korea detailed data with 1 km spatial resolution produced by KMA statistical downscaling method,KMA,,SM55867,software,KMA,717
46,38433,,,,,10.1186/s13059-018-1568-0,2018,Conclusions,0,KrakenUniq is a novel method that combines fast ,KrakenUniq,,SM83813,software,KRAKENUNIQ,467
47,464,,,,,10.1371/journal.pone.0142360,2015,fig_caption,4, Panel C; LocusZoom plot for the chromosome 19 signal from the meta-analysis,LocusZoom,,SM17058,software,LOCUSZOOM,1128
48,134683,,,,,10.1674/0003-0031(2004)151[0114:ESARIA]2.0.CO;2,2004,,4, We used the software program MARK (,MARK,,SM45821,software,MARK,3504
49,211933,,,,,10.1038/s41598-017-13667-8,2017,Metabolomics Profiling,1," Metabolite identifications were assigned using the software Maven (Princeton, NJ, USA), upon conversion of raw files into mzXML format through MassMatrix (Cleveland, OH, USA)",Maven,,SM102428,software,MAVEN,1306
50,98458,comm,comm/Oncotarget/PMC5349971.nxml,5349971,27894085.0,10.18632/oncotarget.13500,2016,fig_caption,5,"According to Metacore pathway enrichment analysis, these gene clusters are significantly (p<0.05) associated with specific signaling pathways (left) involved in diverse cellular functions (pie charts on the right), including pathways modulated by RARA transcriptional (red arrows) and non-transcriptional (blue arrows) functions",Metacore,,SM15707,software,METACORE,8800
51,277454,,,,,10.1038/aps.2017.187,2018,Results,4," (B) The percentage of γ-H2AX positive cells, defined as cells with a fluorescence intensity>500 units (control value) was quantified using Metafer software (",Metafer,,SM1564,software,METAFER,789
52,177877,non_comm,non_comm/J_Cell_Biol/PMC2172040.nxml,2172040,15096525.0,10.1083/jcb.200311061,2004,"Measurements of ΔΨm, ROS production, and microscopic analysis of mitochondrial structure",37,The data were acquired and processed using the MetaFluor analyzing program (Universal Imaging Corp.),MetaFluor,,SM3303,software,METAFLUOR,1464
53,183091,comm,comm/Plants_(Basel)/PMC4844264.nxml,4844264,27137643.0,10.3390/plants1020100,2012,3. Experimental Section,7,"The linkage disequilibrium was tested using FSTAT version 2.9.3.2 [9,10] and the presence of null alleles was estimated by MICRO-CHECKER version 2.2.3 [11,12].",MICRO-CHECKER,,SM45810,software,MICRO-CHECKER,1028
54,65853,,,,,10.1080/09540121.2020.1769832,2021,Methods,4," Then, these transcriptions were coded in Microsoft Word and from there inductively organized into conceptual categories representing the identified themes emerging from the data",Microsoft Word,,SM1771,software,MICROSOFT WORD,3809
55,17297,comm,comm/PeerJ/PMC6756142.nxml,6756142,31579568.0,10.7717/peerj.7536,2019,"Procyanidin B2 HRESIqTOF-MS m∕z 579.1510 [M + H]+ (calculated for C30H27O12, 575.1497). mMass mirror view of MS/MS from experimental data and GNPS compound CCMSLIB00000081689 (bottom spectrum) that are associated to the structure in the top righ",60,"Each spectrum collected using a high resolution q-TOF mass spectrometer with an electrospray ionization source (HRESIqTOF-MS) was compared with GNPS database spectra using mirror view with mMass (version 5.5.0), followed by evaluation of the major collision induced dissociation (CID) as described by Demarque et al",mMass,,SM11637,software,MMASS,492
56,293272,,,,,10.1007/s11262-020-01775-z,2020,Results,5,MoRFpred [,MoRFpred,,SM13343,software,MORFPRED,424
57,221513,,,,,10.1038/s41467-021-23713-9,2021,Results,21,"To investigate this further, the raw MS data were also re-analyzed using MaxQuant and MSFragger and rescored by Prosit (Fig",MSFragger,,SM78912,software,MSFRAGGER,808
58,183437,,,,,10.1186/1471-2164-9-368,2008,Availability and requirements,12,MySQL: ,MySQL,,SM4671,software,MYSQL,21763
59,58862,comm,comm/Front_Neuroinform/PMC5893720.nxml,5893720,29670519.0,10.3389/fninf.2018.00014,2018,NeuroMatic overview,14,NeuroMatic's acquisition/analysis/simulation tools are activated via a tab bar (7),NeuroMatic,,SM379997,software,NEUROMATIC,498
60,188716,,,,,10.1371/journal.pcbi.1002521,2012,Simulation experiments,2,The NEURON simulation was conducted with NEURON 7,NEURON,,SM16519,software,NEURON,7769
61,135570,,,,,10.1186/1756-0500-6-175,2013,"Creating, visualizing and exporting networks",1," This is expected, since OptFlux typically works with genome-scale models that have a few thousand/hundreds of reactions and metabolites",OptFlux,,SM111434,software,OPTFLUX,300
62,148797,comm,comm/Metabolites/PMC3901235.nxml,3901235,24957776.0,10.3390/metabo2041090,2012,4.1.3. Applications of Constraint-based Models in General to Metabolic Engineering,47,compares the results of an evolved strain against an OptKnock prediction [47]),OptKnock,,SM36890,software,OPTKNOCK,1027
63,52221,comm,comm/PLoS_One/PMC3598948.nxml,3598948,23554961.0,10.1371/journal.pone.0058938,2013,Small-Animal PET Imaging,7,PET data were reconstructed using a three-dimensional (3D) ordered subset expectation maximization/maximum a posteriori (OSEM3D/MAP) algorithm,OSEM3D,,SM31849,software,OSEM3D,345
64,178336,,,,,10.1109/TGRS.2020.3014312,2021,Building Extraction:,9," Results of columns (c)–(k) are the building extraction results of MBI, SegNet, PSPNet, DeeplabV3+, Res-U-Net, MA-FCN, GRRNet, and our proposed MTPA-Net, respectively",PSPNet,,SM210729,software,PSPNET,801
65,17501,,,,,10.1371/journal.pone.0168858,2017,Stimuli,3,The visual stimuli were generated using Psychophysics toolbox [,Psychophysics,,SM44704,software,PSYCHOPHYSICS,852
66,99780,,,,,10.1038/s41398-019-0412-y,2019,Results,180,"Bisulfite conversion using EpiTect Bisulfite Kit, pyrosequencing using PyroMark Q24 Assay Design Software",PyroMark Q24,,SM16259,software,PYROMARK Q24,654
67,84620,comm,comm/Front_Plant_Sci/PMC8417329.nxml,8417329,34490009.0,10.3389/fpls.2021.707904,2021,UniProt/SwissProt Text Mining Resistance-Related Interaction Data,42,"Python3 scripts were then used to parse the DatasetTemp, filter results taxonomically for Viridiplantae, and use regular expression syntax to search for general abbreviations/acronyms (e.g., BAK1 and XA21) that could represent the names of genes/proteins in the following SwissProt annotations such as function, catalytic activity, induction, activity regulation, interaction, and pathway",Python3,,SM43990,software,PYTHON3,734
68,140619,non_comm,non_comm/Bioinformatics/PMC6612828.nxml,6612828,31510660.0,10.1093/bioinformatics/btz363,2019,2.3 Spillover can be attributed to non-specific signature genes,17,"We, therefore, suspect that the high background prediction level is driven by non-specific marker genes in the quanTIseq signature matrix",quanTIseq,,SM28192,software,QUANTISEQ,496
69,72202,comm,comm/Front_Pharmacol/PMC6121111.nxml,6121111,30210332.0,10.3389/fphar.2018.00858,2018,Western Blotting Analysis,10,We analyzed the bands by using the Quantity-One software.,Quantity-One,,SM7976,software,QUANTITY-ONE,353
70,163697,comm,comm/BMC_Evol_Biol/PMC4828801.nxml,4828801,27068234.0,10.1186/s12862-016-0643-y,2016,Congruence of mtDNA clades and nuclear genetic clusters,22,"Next, a simple graph analysis using all unique COI haplotypes and the function genegraph implemented in the R package adegenet was completed [75].",R package adegenet,,SM49084,software,R PACKAGE ADEGENET,547
71,113331,comm,comm/Genome_Med/PMC8408990.nxml,8408990,34470669.0,10.1186/s13073-021-00959-y,2021,,42,An R script for FOCUS fine-mapping analysis.,R script,,SM4915,software,R SCRIPT,7164
72,133761,,,,,10.1177/8756479320917107,2020,fig_caption,0,Sonologist using the MGIUS-R3 system to conduct an actual patient sonogram to determine whether suspected COVID-19 has produced pathologic changes in the lung tissue,R3,,SM15044,software,R3,1453
73,118806,non_comm,non_comm/Transplant_Direct/PMC8425834.nxml,8425834,34514112.0,10.1097/TXD.0000000000001209,2021,Survey Instrument,6,The survey was administered using the web-based platform Research Electronic Data Capture database.,Research Electronic Data Capture,,SM40321,software,RESEARCH ELECTRONIC DATA CAPTURE,1142
74,188719,comm,comm/BMC_Bioinformatics/PMC2651179.nxml,2651179,19038042.0,10.1186/1471-2105-9-500,2008,Frequency Analysis,43,The data obtained from SABLE were added to the central residue of the corresponding instances in the training data,SABLE,,SM13293,software,SABLE,347
75,191704,non_comm,non_comm/J_Cell_Mol_Med/PMC3822965.nxml,3822965,22435405.0,10.1111/j.1582-4934.2012.01566.x,2012,Initial text mining approach,19,A specific query was performed through SciMiner to identify PubMed Unique Identifiers (PMID) and genes associated with diseases and Hia,SciMiner,,SM20828,software,SCIMINER,429
76,219087,,,,,10.1371/journal.pone.0160184,2016,Tissue extraction and Western blot,6," Band intensities were quantified by optical densitometry of developed autoradiographs using Scion Image software (ScionCorp, MD, USA) and the intensities of the bands were normalized to those of total protein or loading control (α-tubulin or β-actin)",Scion Image,,SM2873,software,SCION IMAGE,4805
77,30717,,,,,10.3897/zookeys.656.11440,2017,Materials and methods,6,"The returned forward and reverse chromatograms were loaded and then assembled and edited by SeqMan in DNAStar software (DNASTAR, Madison, Wisconsin, USA)",SeqMan,,SM4165,software,SEQMAN,4330
78,57283,,,,,10.1639/0007-2745(2003)106[0297:ITPOTL]2.0.CO;2,2003,Materials and Methods,4,"Electropherrograms were edited and forward and reverse sequences assembled for each DNA region using Sequencer, version 4",Sequencer,,SM4561,software,SEQUENCER,477
79,22401,comm,comm/BMC_Plant_Biol/PMC7301479.nxml,7301479,32552771.0,10.1186/s12870-020-02486-1,2020,,10,(b) Short Time-series Expression Miner (STEM) analysis of gene expression patterns in Da 10 (top) and Baisang (bottom),Short Time-series Expression Miner (STEM),,SM27452,software,SHORT TIME-SERIES EXPRESSION MINER (STEM),191
80,74948,,,,,10.1371/journal.pone.0149588,2016,Materials and Methods,5, All analyses were performed using Statistical Analysis Systems statistical software package version 9,Statistical Analysis Systems,,SM19318,software,STATISTICAL ANALYSIS SYSTEMS,634
81,204204,,,,,10.1371/journal.pone.0234236,2020,Materials and methods,13,"The Super-Learner algorithm, implemented with the SuperLearner R package [",SuperLearner,,SM32928,software,SUPERLEARNER,680
82,111629,,,,,10.1186/1756-0381-5-20,2012,Evaluation of SWRF*,5,Shaded cells show SWRF* outperforms SURF* at the 0,SURF,,SM24149,software,SURF,3721
83,97664,,,,,10.1097/CJI.0000000000000350,2021,MLAA-34 HLA-A*0201-restricted Epitope Prediction and Binding Assay,2, SYFPEITHI scores are ≥17,SYFPEITHI,,SM1361,software,SYFPEITHI,1111
84,4169,comm,comm/BMC_Bioinformatics/PMC2701950.nxml,2701950,19486541.0,10.1186/1471-2105-10-169,2009,Statistical evaluation of predicted protein complexes,81,"In our experiments, the p-values (with Bonferroni correction) of complexes are calculated by the tool, SGD's GO::TermFinder [31].",TermFinder,,SM41586,software,TERMFINDER,502
