Column1,license_893,location,pmcid,pmid,doi,pubdate,source_893,number,text,software,version,ID,curation_label,mention_counts,software_mention_1540,mapped_to_1540,source_45,platform_1540,package_url_1540,description_1540,homepage_url_1540,license_45,github_repo_1540,exact_match_1540,reference_1540,software_mention_692,mapped_to_692,source_871,package_url_692,description_692,github_repo_692,github_repo_license_692,exact_match_692,software_mention_865,mapped_to_865,source_21,platform_865,package_url_865,description_865,homepage_url_865,license_21,github_repo_865,exact_match_865,software_mention_15,mapped_to_15,source_1031,platform_15,package_url_15,description_15,homepage_url_15,license_1031,github_repo_15,exact_match_15,reference_15,software_mention,mapped_to,source_181,package_url,description,homepage_url,other_urls,github_repo,exact_match,RRID,reference,scicrunch_synonyms,MAIN,QA,QA_retrieval,preprint,software_paper,confidence,programming_language,repository_platform,discuss_in_paper,annotator,comments
129,,,,,10.1080/21645515.2020.1799666,2020,Statistical analysis,0," For statistical purposes, using a test power of 90%, the OpenEpi network tool (an epidemiological calculator) was used, and the female population 18–60 years of age was the target of the study (116,000 women were in this age group)",OpenEpi,,SM4523,software,2726,,,,,,,,,,,,OpenEpi,OpenEpi.com,Github API,https://github.com/JogoShugh/OpenEpi.com,Open Source Epidemiologic Statistics for Public Health,https://github.com/JogoShugh/OpenEpi.com,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,10.1177/1081286519884695,2020,3. Isogeometric Galerkin implementation,0,"The NURBS basis functions and their primary features in terms of IGA, with detailed descriptions of the use of IGA, are presented in [",IGA,,SM61716,software,3738,,,,,,,,,,,,IGA,IGA,Github API,https://github.com/johntfoster/IGA,Isogeometric analysis code and utilities,https://github.com/johntfoster/IGA,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,,10.1080/1091367X.2018.1493593,2019,paper_abstract,0, This study compared CMJ height measured using ChronoJump contact mat (CJ) and Myotest accelerometer (MT) systems with a force platform (FP),Myotest,,SM61955,software,298,,,,,,,,,,,,Myotest,wearable-reference-design-example-myotest-step-analysis,Github API,https://github.com/ARMmbed/wearable-reference-design-example-myotest-step-analysis,Example application demonstrating the Myotest step counting library on the Wearable Reference Design.,https://github.com/ARMmbed/wearable-reference-design-example-myotest-step-analysis,NOASSERTION,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,10.1002/jev2.12026,2020,Immunohistochemistry,0,75 at 20°C without imaging medium and Aperio ImageScope software for the acquisition and QuPath (Bankhead et al,QuPath,,SM15499,software,2969,,,,,,,,,,,,QuPath,qupath,Github API,https://github.com/qupath/qupath,QuPath - Bioimage analysis & digital pathology,https://github.com/qupath/qupath,NOASSERTION,FALSE,,,,,,,,,,,,,,,,,,,,,,QuPath,QuPath,SciCrunch API,https://scicrunch.org/browse/resources/SCR_018257,"Open Source software package for digital pathology image analysis. Used for whole slide image analysis and digital pathology. Provides researchers with batch processing and scripting functionality, and extensible platform with which to develop and share new algorithms to analyze complex tissue images.",['https://qupath.github.io/'],['https://bio.tools/qupath'],[None],TRUE,SCR_018257,"['http://www.ncbi.nlm.nih.gov/pubmed/29203879', '(QuPath, RRID:SCR_018257)']",['qupath'],,,,,,,,,,,
133,non_comm,non_comm/Nucleic_Acids_Res/PMC5570033.nxml,5570033,286097840,10.1093/nar/gkx522,2017,Copy number analyses of HeLa genome,5,"Data were further processed using the Chromosome Analysis Suite version 3.0.0.42 (NetAffx Library 33.1 (UCSC genome assembly hg19), Affymetrix)",NetAffx,,SM15894,software,756,,,,,,,,,,,,NetAffx,NetAffx-Project,Github API,https://github.com/tatazakup/NetAffx-Project,,https://github.com/tatazakup/NetAffx-Project,,FALSE,,,,,,,,,,,,,,,,,,,,,,NetAffx,NetAffx,SciCrunch API,https://scicrunch.org/browse/resources/SCR_007817,"Affymetrix is a partially commercial resource that provides DNA Analysis Arrays, Expression Analysis Arrays, Gene Regulation Analysis, and Microarrays. It also provides reagents and assays, instruments, software, and services for a fee. Information is provided for Rats, Humans, and Mice.",['http://www.affymetrix.com/'],[],[None],TRUE,SCR_007817,"[nan, '(NetAffx, RRID:SCR_007817)']",['netaffx'],,,,,,,,,,,
134,comm,comm/BMC_Genomics/PMC2996938.nxml,2996938,205911810,10.1186/1471-2164-11-410,2010,,22,"2 These genotypes represent actual false negative ME-Scan results (absent according to ME-Scan, present by PCR.)",ME-Scan,,SM181126,software,174,,,,,,,,,,,,ME-Scan,DuckMemoryScan,Github API,https://github.com/huoji120/DuckMemoryScan,??????????????,https://github.com/huoji120/DuckMemoryScan,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,,10.1002/iid3.289,2020,MATERIALS AND METHODS,9,"All data were collected on a 3?laser, 10?color Navios flow cytometer and analyzed using Kaluza Software version 2",Kaluza,,SM3518,software,3513,,,,,,,,,,,,Kaluza,Kaluza,Github API,https://github.com/Starplatinum123/Kaluza,SDADSAD,https://github.com/Starplatinum123/Kaluza,,TRUE,,,,,,,,,,,,,,,,,,,,,,Kaluza,Kaluza,SciCrunch API,https://scicrunch.org/browse/resources/SCR_016182,Flow cytometry analysis software.,['https://www.beckman.com/coulter-flow-cytometers/software/kaluza'],[],[None],TRUE,SCR_016182,"[nan, '(Kaluza, RRID:SCR_016182)']",['kaluza'],,,,,,,,,,,
136,,,,,10.4178/epih.e2019013,2019,"""BAYESIAN NMA USING R """"""",8,· library(gemtc),gemtc,,SM28190,software,422,gemtc,gemtc,CRAN Index,CRAN,https://cran.r-project.org/web/packages/gemtc/index.html,Network Meta-Analysis Using Bayesian Methods,['https://github.com/gertvv/gemtc'],GPL-3,https://github.com/gertvv/gemtc,TRUE,,gemtc,gemtc,Github API,https://github.com/gertvv/gemtc,GeMTC R package: model generation for network meta-analysis,https://github.com/gertvv/gemtc,GPL-3.0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,comm,comm/PLoS_One/PMC3078920.nxml,3078920,215331650,10.1371/journal.pone.0018634,2011,Methods,50,"R-scripts and perl programs, to carry out the analyses described, are available on-line (http://sourceforge.net/projects/gene-expression/).",R-scripts,,SM60800,software,251,,,,,,,,,,,,R-scripts,jupytext,Github API,https://github.com/mwouts/jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts",https://github.com/mwouts/jupytext,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,comm,comm/PLoS_One/PMC3285624.nxml,3285624,223839640,10.1371/journal.pone.0030483,2012,Evaluation by SYF-Set6 and EIEDB-Set7: Identifying HLA-DR ligands and T-cell epitopes,34,"This indicates that the AUC of TEPITOPEpan was comparable against NetMHCIIpan-1.0, while these two methods outperformed MultiRTA in EIEDB-Set7 (both per allele and per epitope) and SYS-Set6 (per ligand), being statistically significant (binomial test, p-value 0.05)",MultiRTA,,SM80390,software,266,,,,,,,,,,,,MultiRTA,multirtail,Github API,https://github.com/dnmgns/multirtail,Watch logfiles and pipe them to rtail stdin.,https://github.com/dnmgns/multirtail,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,,10.1155/2019/4328653,2019,2.3. State-of-the-Art Memory Management Policy for CNN Design,0,"To help deep learning scientists and researchers design and deploy the neural networks in a easy way, recent years a lot of deep learning frameworks have been developed, including but not limited to TensorFlow, MatConvNet, Torch, Caffe, Theano",Caffe,,SM3363,software,1433,,,,,,,,,,,,Caffe,caffe,Github API,https://github.com/BVLC/caffe,Caffe: a fast open framework for deep learning.,https://github.com/BVLC/caffe,NOASSERTION,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,non_comm,non_comm/J_Fish_Dis/PMC7197467.nxml,7197467,163029510,10.1111/j.1365-2761.2005.00670.x,2005,Design of primers,6,The primers can be developed using Primer Explorer version 3 software (http://primerexplorer.jp/lamp3.0.0/) specifically designed to develop LAMP primers,Primer Explorer,,SM6162,software,589,,,,,,,,,,,,Primer Explorer,primer_explorer2,Github API,https://github.com/pziarsolo/primer_explorer2,,https://github.com/pziarsolo/primer_explorer2,NOASSERTION,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,,10.3389/fsurg.2020.609638,2021,Materials and Methods,7," To estimate the neurite length, an ImageJ plugin—“NeuronJ”—was used",NeuronJ,,SM2485,software,1779,,,,,,,,,,,,NeuronJ,NeuronJ,Github API,https://github.com/ImageScience/NeuronJ,ImageJ plugin for neurite tracing and analysis,https://github.com/ImageScience/NeuronJ,NOASSERTION,TRUE,,,,,,,,,,,,,,,,,,,,,,NeuronJ,NeuronJ: An ImageJ Plugin for Neurite Tracing and Quantification,SciCrunch API,https://scicrunch.org/browse/resources/SCR_002074,"NeuronJ is an ImageJ plugin to facilitate the tracing and quantification of elongated structures in two-dimensional (2D) images (8-bit gray-scale and indexed color), in particular neurites in fluorescence microscopy images. Sponsors: The development of NeuronJ started while the primary developer ( Dr. Erik Meijering, PhD) was with the Biomedical Imaging Group (collaborating with people from the Laboratory of Cellular Neurobiology) of the Swiss Federal Institute of Technology in Lausanne (EPFL), Switzerland, and was finished while Dr. Meijering was with the Biomedical Imaging Group Rotterdam in the Netherlands.",['http://www.imagescience.org/meijering/software/neuronj/'],['http://www.nitrc.org/projects/neuronj'],[None],FALSE,SCR_002074,"[nan, '(NeuronJ: An ImageJ Plugin for Neurite Tracing and Quantification, RRID:SCR_002074)']","['neuronj: an imagej plugin for neurite tracing and quantification', 'neuronj']",,,,,,,,,,,
142,non_comm,non_comm/Mol_Biol_Cell/PMC3046052.nxml,3046052,212093180,10.1091/mbc.E10-04-0352,2011,qRT-PCR,45,"TaqMan primers and probes were designed using the software Primer3Plus (Untergasser et al., 2007)",Primer3Plus,,SM15237,software,2513,,,,,,,,,,,,Primer3Plus,Primer3Plus,Github API,https://github.com/teamdynamicinc/Primer3Plus,,https://github.com/teamdynamicinc/Primer3Plus,,TRUE,,,,,,,,,,,,,,,,,,,,,,Primer3Plus,Primer3Plus,SciCrunch API,https://scicrunch.org/browse/resources/SCR_003081,A web interface to the Primer3 primer design program as an enhanced alternative for the CGI- scripts that come with Primer3.,['http://www.bioinformatics.nl/cgi-bin/primer3plus/primer3plus.cgi'],['https://bio.tools/primer3plus'],[None],TRUE,SCR_003081,"['http://www.ncbi.nlm.nih.gov/pubmed/17485472', '(Primer3Plus, RRID:SCR_003081)']","['primer3plus - pick primers from a dna sequence', 'primer3plus']",,,,,,,,,,,
143,,,,,10.1186/s13059-018-1568-0,2018,Conclusions,0,KrakenUniq is a novel method that combines fast ,KrakenUniq,,SM83813,software,467,,,,,,,,,,,,KrakenUniq,krakenuniq,Github API,https://github.com/fbreitwieser/krakenuniq,?? KrakenUniq: Metagenomics classifier with unique k-mer counting for more specific results,https://github.com/fbreitwieser/krakenuniq,GPL-3.0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,comm,comm/PLoS_One/PMC4529269.nxml,4529269,262522040,10.1371/journal.pone.0135283,2015,Scenarios of Irrigation and Climate Change,10,"In calibrating CLIMEX, a seasonal irrigation with a ‘top-up’ amount of water to increase the effective rainfall to 3.6 mm per day option was selected",CLIMEX,,SM49883,software,2264,,,,,,,,,,,,CLIMEX,climex,Github API,https://github.com/theGreatWhiteShark/climex,Extreme value analysis on climatic time series using R and Shiny,https://github.com/theGreatWhiteShark/climex,GPL-3.0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,comm,comm/BMC_Bioinformatics/PMC2225427.nxml,2225427,180054250,10.1186/1471-2105-8-444,2007,Other methods,47,The sequence-based phylogenies were built with PROTDIST program and JTT substitution matrix,PROTDIST,,SM36321,software,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,comm,comm/PLoS_One/PMC3937404.nxml,3937404,245872040,10.1371/journal.pone.0090036,2014,Discussion,41,A distributed computing environment based on the Apache Hadoop framework is used to accelerate the automated analysis of the image data,Apache Hadoop,,SM1110,software,788,,,,,,,,,,,,Apache Hadoop,hadoop,Github API,https://github.com/apache/hadoop,Apache Hadoop,https://github.com/apache/hadoop,Apache-2.0,FALSE,,,,,,,,,,,,,,,,,,,,,,Apache Hadoop,Apache Hadoop,SciCrunch API,https://scicrunch.org/browse/resources/SCR_011879,"Software library providing a framework that allows for the distributed processing of large data sets across clusters of computers using simple programming models. It is designed to scale up from single servers to thousands of machines, each offering local computation and storage. Rather than rely on hardware to deliver high-availability, the library itself is designed to detect and handle failures at the application layer, so delivering a highly-available service on top of a cluster of computers, each of which may be prone to failures. The project includes these modules: * Hadoop Common: The common utilities that support the other Hadoop modules. * Hadoop Distributed File System (HDFS): A distributed file system that provides high-throughput access to application data. * Hadoop YARN: A framework for job scheduling and cluster resource management. * Hadoop MapReduce: A YARN-based system for parallel processing of large data sets.",['http://hadoop.apache.org/'],[],[None],TRUE,SCR_011879,"[nan, '(Apache Hadoop, RRID:SCR_011879)']",['apache hadoop'],,,,,,,,,,,
147,comm,comm/Genes_(Basel)/PMC8226911.nxml,8226911,340725220,10.3390/genes12060840,2021,2.5. Data Filtration and Differential Expression Testing,9,"Genome browser visualizations were rendered with the Integrative Genomics Viewer, using bam files normalized to TPM with the bamCoverage function of deepTools2.0 [35,36].",Integrative Genomics Viewer,,SM633,software,3608,,,,,,,,,,,,Integrative Genomics Viewer,igv.js,Github API,https://github.com/igvteam/igv.js,Embeddable genomic visualization component based on the Integrative Genomics Viewer,https://github.com/igvteam/igv.js,MIT,FALSE,,,,,,,,,,,,,,,,,,,,,,Integrative Genomics Viewer,Integrative Genomics Viewer,SciCrunch API,https://scicrunch.org/browse/resources/SCR_011793,"A high-performance visualization tool for interactive exploration of large, integrated genomic datasets.",['http://www.broadinstitute.org/igv/'],[],[None],TRUE,SCR_011793,"[nan, '(Integrative Genomics Viewer, RRID:SCR_011793)']",['integrative genomics viewer'],,,,,,,,,,,
148,non_comm,non_comm/Mol_Biol_Evol/PMC2944026.nxml,2944026,204575850,10.1093/molbev/msq113,2010,Gene Finding,6,2000) available at http://www.cbs.dtu.dk/services as well as by Predotar and WoLF PSORT (Small et al,Predotar,,SM14275,software,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,comm,comm/Ann_Intensive_Care/PMC8036172.nxml,8036172,338378610,10.1186/s13613-021-00846-0,2021,Statistical analysis,43,"Statistical analyses were carried out with SPSS version 26.0, Jamovi 1.1.5 (Retrieved from https://www.jamovi.org), SAS software (version 9.4) (SAS Institute Inc., Cary, NC), RUMM2020 and PASS2020",Jamovi,1.1.5,SM27186,software,1176,,,,,,,,,,,,Jamovi,jamovi,Github API,https://github.com/jamovi/jamovi,jamovi - open software to bridge the gap between researcher and statistician,https://github.com/jamovi/jamovi,NOASSERTION,FALSE,,,,,,,,,,,,,,,,,,,,,,Jamovi,jamovi,SciCrunch API,https://scicrunch.org/browse/resources/SCR_016142,"Software for statistical analysis and spreadsheet editing that is built on top of the R statistical language. It encourages a “community driven” philosophy, where users can develop and publish their analyses to make them available to a wide audience.",['https://www.jamovi.org/'],[],[None],FALSE,SCR_016142,"[nan, '(jamovi, RRID:SCR_016142)']",['jamovi'],,,,,,,,,,,
150,,,,,10.3390/s141019329,2014,Conclusions,0, The i-binder-modified DNA Origami Pliers were selectively and efficiently closed into parallel form by acidifying the solution to pH 6,Origami,,SM23528,software,697,,,,,,,,,,,,Origami,Origami,Github API,https://github.com/SublimeText/Origami,"Split the window however you like! Create new panes, delete panes, move and clone views from pane to pane.",https://github.com/SublimeText/Origami,MIT,TRUE,Origami,Origami,Pypi Index,Pypi,https://pypi.org/project/Origami,Lightweight bit packing for classes,['https://github.com/numberoverzero/origami'],,['https://github.com/numberoverzero/origami'],TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,,10.3389/fpsyg.2021.622433,2021,Action Units,0,"For extracting the frame-to-frame activity of the facial AUs, we used the Attention Tool FACET Module (FACET, iMotions), which is a face and AU detection software based on the FACS",FACET,,SM66079,software,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,,10.1101/2021.11.03.467004,2021,paper_abstract,0,"Simulated constructs and real sequences were processed using four different bioinformatic programs (ABRicate, ARIBA, KmerResistance, and SRST2, run with the ResFinder database) and their outputs compared",SRST2,,SM14362,software,648,,,,,,,,,,,,SRST2,srst2,Github API,https://github.com/katholt/srst2,Short Read Sequence Typing for Bacterial Pathogens,https://github.com/katholt/srst2,NOASSERTION,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,comm,comm/Front_Immunol/PMC6529937.nxml,6529937,311566200,10.3389/fimmu.2019.01019,2019,Bioinformatics Analysis,51,Network analysis was done using Ingenuity Pathway Analysis (Qiagenbioinformatics.com),Pathway Analysis,,SM5260,software,2182,,,,,,,,,,,,Pathway Analysis,idep,Github API,https://github.com/iDEP-SDSU/idep,Integrated Differential Expression and Pathway analysis,https://github.com/iDEP-SDSU/idep,,FALSE,,,,,,,,,,,,,,,,,,,,,,Pathway Analysis,Pathway Genomics,SciCrunch API,https://scicrunch.org/browse/resources/SCR_002883,"The mission of Pathway Genomics is to empower you with the most secure, comprehensive and affordable personal genomic information available and to become your partner in utilizing that information to improve your health and wellness. Pathway is the only DNA testing service with an on-site federal and state CLIA-licensed laboratory. This means it offers: - Better Science: Its certified geneticists are on-staff and on-site in our own state-of-the-art laboratory in California. Their 10,600 square foot, high-complexity CLIA licensed lab facility is equipped with the latest high-throughput robotics and Affymetrix, Illumina and Sequenom genotyping equipment. As scientists committed to staying on the cutting-edge, they diligently monitor all new developments in the rapidly evolving DNA research field allowing us to provide you immediate access to more meaningful markers than any other DNA testing firm. - Better Security: Because Pathway Genomics has its own laboratory, your DNA never leaves the building, and is never shared with third parties. At Pathway Genomics the integrity of your genetic material and information are protected. Instead, enjoy the security of our proprietary DNA Lockbox. Everyone has the right to know the secrets hidden within their own DNA. That's why Pathway has created the most secure, comprehensive and affordable way to unlock those secrets. This way you can: - Identify genetic health and drug response - Personalize your medical care - Help your doctor help you - Uncover your ancestral path - Explore the traits that make you unique With Personal DNA Testing, you can take preventative steps to improve your future, and even extend your life. Pathway Genomics provides cutting-edge research and easy-to-read scientific information customized for you, and you alone, based on your genes and your lifestyle. For the first time in human history, modern science has made it possible for you to learn your genetic predisposition for more than 90 diseases and conditions, drug responses and pre-pregnancy carrier status. With this powerful knowledge and our easy-to-understand guidance, you can modify your health regime so that you may live a healthier, longer life. DNA testing will discover more about your personal heritage than you ever thought possible. We uncover your deep ancestry by taking giant leaps into the past, going back more than 10,000 years. We test both your mitochondrial DNA, which is passed down from mother to child and reveals your direct maternal ancestry; and your Y chromosome (males only), which is passed down from father to son and reveals your direct paternal ancestry. If you're like most people, you've always wondered about the genes you have inherited and what traits you will pass on to future generations. Discover your genetically inherited predispositions and characteristics and whether they are beneficial or potentially harmful. You may also find that some traits are simply fun to uncover.",['http://www.pathway.com/'],[],[None],FALSE,SCR_002883,"[nan, '(Pathway Genomics, RRID:SCR_002883)']","['pathway genomics', 'pathway analysis']",,,,,,,,,,,
