,software,count,urls
556,Ibsen,1,"[['https://api.elsevier.com/content/article/pii/S0716864020300948', 'https://www.sciencedirect.com/science/article/pii/S0716864020300948'], ['https://api.elsevier.com/content/article/pii/S0034935620300827', 'https://www.sciencedirect.com/science/article/pii/S0034935620300827']]"
557,Quick,3,"[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7167527/'], ['https://www.sciencedirect.com/science/article/pii/S0140673618304331', 'https://api.elsevier.com/content/article/pii/S0140673618304331'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7418122/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33380920/', 'https://doi.org/10.1155/2020/1279569'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7164100/'], ['https://api.elsevier.com/content/article/pii/S2213422020301165', 'https://doi.org/10.1016/j.imr.2020.100484', 'https://www.ncbi.nlm.nih.gov/pubmed/32837904/', 'https://www.sciencedirect.com/science/article/pii/S2213422020301165?v=s5'], ['https://api.elsevier.com/content/article/pii/S1198743X15300732', 'https://www.sciencedirect.com/science/article/pii/S1198743X15300732'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7419352/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7129073/'], ['https://doi.org/10.1101/2020.07.16.207951'], ['https://www.ncbi.nlm.nih.gov/pubmed/30340339/', 'https://doi.org/10.3390/bios8040094'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7295354/'], ['https://www.ncbi.nlm.nih.gov/pubmed/32287536/', 'https://api.elsevier.com/content/article/pii/S0165993611000860', 'https://doi.org/10.1016/j.trac.2011.01.019', 'https://www.sciencedirect.com/science/article/pii/S0165993611000860']]"
558,MedSeg,2,"[['https://arxiv.org/pdf/2004.05645v1.pdf'], ['https://www.ncbi.nlm.nih.gov/pubmed/33192159/', 'https://doi.org/10.1007/s11042-020-10010-8'], ['https://api.elsevier.com/content/article/pii/S0031320321000133', 'https://www.ncbi.nlm.nih.gov/pubmed/33518813/', 'https://doi.org/10.1016/j.patcog.2021.107826', 'https://arxiv.org/pdf/2006.13276v1.pdf', 'https://www.sciencedirect.com/science/article/pii/S0031320321000133']]"
559,DF,2,"[['https://www.ncbi.nlm.nih.gov/pubmed/14739650/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33469467/', 'https://doi.org/10.1007/s12652-020-02883-2'], ['https://doi.org/10.1007/s00592-020-01653-y', 'https://www.ncbi.nlm.nih.gov/pubmed/33439330/']]"
560,Freegate,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7152225/']]
561,HyP,1,[['http://europepmc.org/articles/pmc3449240?pdf=render']]
562,AGYW,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7368608/']]
563,Dell,1,"[['https://doi.org/10.1186/s12913-020-05851-w', 'https://www.ncbi.nlm.nih.gov/pubmed/33168004/'], ['https://doi.org/10.3389/fgene.2020.00492', 'https://www.ncbi.nlm.nih.gov/pubmed/32528525/'], ['https://www.ncbi.nlm.nih.gov/pubmed/32595360/', 'https://doi.org/10.3906/biy-2005-46']]"
564,SilentReminderE,1,"[['https://www.ncbi.nlm.nih.gov/pubmed/32859157/', 'https://doi.org/10.1186/s12882-020-02008-z']]"
565,BNB,1,[['https://arxiv.org/pdf/2005.10797v1.pdf']]
566,QTAS HORAS,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095962/']]
567,TT,1,"[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7201111/'], ['https://arxiv.org/pdf/2101.00008v1.pdf'], ['https://www.ncbi.nlm.nih.gov/pubmed/32952243/', 'https://doi.org/10.1007/s10551-020-04616-z'], ['https://doi.org/10.1101/2020.07.19.211235', 'https://www.ncbi.nlm.nih.gov/pubmed/32743586/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33367883/', 'https://doi.org/10.1093/trstmh/traa157'], ['https://arxiv.org/pdf/2009.03849v1.pdf']]"
568,SimConnect SDK,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7302236/']]
569,RDFa,3,"[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7250621/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7586462/']]"
570,est,7,"[['http://medrxiv.org/cgi/content/short/2020.08.25.20171595v1?rss=1', 'https://doi.org/10.1101/2020.08.25.20171595'], ['https://doi.org/10.1186/1471-2164-13-261', 'https://www.ncbi.nlm.nih.gov/pubmed/22716473/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4438980/'], ['https://www.ncbi.nlm.nih.gov/pubmed/22998755/', 'https://doi.org/10.1186/1743-422x-9-216'], ['https://doi.org/10.3390/v12121398', 'https://www.ncbi.nlm.nih.gov/pubmed/33291220/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5453527/']]"
571,QEVO®,5,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7278230/']]
572,Lasergene Ò,1,"[['https://www.ncbi.nlm.nih.gov/pubmed/25861750/', 'https://doi.org/10.1016/j.meegid.2015.03.032', 'https://api.elsevier.com/content/article/pii/S1567134815001173', 'https://www.sciencedirect.com/science/article/pii/S1567134815001173']]"
573,PyTextRank,1,[['https://arxiv.org/pdf/2010.16357v1.pdf']]
574,gem5,4,"[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7343417/'], ['https://arxiv.org/pdf/2101.05314v1.pdf']]"
575,SISTA,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7223907/']]
576,BioMart ID converter,1,"[['https://www.ncbi.nlm.nih.gov/pubmed/23631916/', 'https://doi.org/10.1128/mbio.00165-13'], ['https://www.ncbi.nlm.nih.gov/pubmed/24496798/', 'https://doi.org/10.1128/mbio.01102-13']]"
577,Genome Detective Coronavirus Typing Tool,4,"[['http://medrxiv.org/cgi/content/short/2020.05.05.20091611v1?rss=1', 'https://doi.org/10.1101/2020.05.05.20091611'], ['https://doi.org/10.1101/2020.10.12.336099'], ['https://www.ncbi.nlm.nih.gov/pubmed/32502733/', 'https://api.elsevier.com/content/article/pii/S1567134820302203', 'https://www.sciencedirect.com/science/article/pii/S1567134820302203?v=s5', 'https://doi.org/10.1016/j.meegid.2020.104389'], ['https://doi.org/10.1101/2020.04.07.030924'], ['https://doi.org/10.1101/2020.08.25.267658'], ['https://doi.org/10.1101/2020.12.14.422793'], ['https://www.ncbi.nlm.nih.gov/pubmed/32547890/', 'https://doi.org/10.7717/peerj.9332']]"
578,BLAST + application,1,"[['https://doi.org/10.1021/acs.jcim.0c00634', 'https://www.ncbi.nlm.nih.gov/pubmed/32853525/']]"
579,WeDoctor,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7278286/']]
580,hrsACE2,1,"[['https://api.elsevier.com/content/article/pii/S0009898120302503', 'https://www.sciencedirect.com/science/article/pii/S0009898120302503?v=s5', 'https://doi.org/10.1016/j.cca.2020.05.044', 'https://www.ncbi.nlm.nih.gov/pubmed/32474009/'], ['https://www.ncbi.nlm.nih.gov/pubmed/32585913/', 'https://doi.org/10.3390/vaccines8020335']]"
581,EUPHAS,1,"[['https://www.ncbi.nlm.nih.gov/pubmed/33060844/', 'https://doi.org/10.1038/s41581-020-00356-5']]"
582,Geneious ® Prime,1,"[['https://doi.org/10.1101/2020.06.29.20142349', 'http://medrxiv.org/cgi/content/short/2020.06.29.20142349v1?rss=1']]"
583,Alphafold,2,"[['https://doi.org/10.1093/bib/bbaa362', 'https://www.ncbi.nlm.nih.gov/pubmed/33348379/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33290527/', 'https://doi.org/10.1042/bcj20200781']]"
584,NET NEURON,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7163953/']]
585,SICO - eVM),1,"[['https://doi.org/10.2991/jegh.k.200628.001', 'https://www.ncbi.nlm.nih.gov/pubmed/32954711/']]"
586,RA,2,"[['https://www.ncbi.nlm.nih.gov/pubmed/33258003/', 'https://doi.org/10.1007/s00296-020-04746-7'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7161374/'], ['https://www.sciencedirect.com/science/article/pii/S1477893919302595', 'https://www.ncbi.nlm.nih.gov/pubmed/31786281/', 'https://api.elsevier.com/content/article/pii/S1477893919302595', 'https://doi.org/10.1016/j.tmaid.2019.101542'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6591856/'], ['https://arxiv.org/pdf/2101.12305v2.pdf'], ['https://arxiv.org/pdf/2009.08864v1.pdf'], ['https://www.ncbi.nlm.nih.gov/pubmed/32968954/', 'https://doi.org/10.1007/s13318-020-00648-y'], ['https://www.ncbi.nlm.nih.gov/pubmed/32745945/', 'https://www.sciencedirect.com/science/article/pii/S0306460320306961?v=s5', 'https://doi.org/10.1016/j.addbeh.2020.106566', 'https://api.elsevier.com/content/article/pii/S0306460320306961'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7124076/'], ['https://arxiv.org/pdf/2010.04498v1.pdf'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7268975/']]"
587,MOE®,3,"[['https://www.ncbi.nlm.nih.gov/pubmed/33052313/', 'https://doi.org/10.1016/j.imu.2020.100446', 'https://www.sciencedirect.com/science/article/pii/S2352914820305967?v=s5', 'https://api.elsevier.com/content/article/pii/S2352914820305967']]"
588,GEMx,2,"[['https://www.ncbi.nlm.nih.gov/pubmed/32957964/', 'https://doi.org/10.1186/s12909-020-02224-z']]"
589,ClinVar,6,"[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7705415/'], ['https://doi.org/10.1002/ppul.23296', 'https://www.ncbi.nlm.nih.gov/pubmed/26340479/'], ['https://doi.org/10.1371/journal.pone.0243887', 'https://www.ncbi.nlm.nih.gov/pubmed/33370311/'], ['https://doi.org/10.1093/nar/gkaa923', 'https://www.ncbi.nlm.nih.gov/pubmed/33095885/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7441954/'], ['https://doi.org/10.1021/acs.jproteome.0c00421', 'https://www.ncbi.nlm.nih.gov/pubmed/32686937/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33137190/', 'https://doi.org/10.1093/nar/gkaa942'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7087606/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7096917/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5903617/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7608274/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7082228/'], ['https://doi.org/10.1210/jendso/bvaa198', 'https://www.ncbi.nlm.nih.gov/pubmed/33447692/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7609296/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6470723/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33206719/', 'https://doi.org/10.1371/journal.pone.0242534'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7705408/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4702911/'], ['https://doi.org/10.1101/2020.09.03.282012'], ['https://doi.org/10.1038/s41422-020-0386-6', 'https://www.ncbi.nlm.nih.gov/pubmed/32759968/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7410831/'], ['https://doi.org/10.1002/jmv.26126', 'https://www.ncbi.nlm.nih.gov/pubmed/32492195/'], ['https://doi.org/10.1101/2020.12.18.20248226', 'https://www.ncbi.nlm.nih.gov/pubmed/33398295/', 'http://medrxiv.org/cgi/content/short/2020.12.18.20248226v1?rss=1'], ['https://www.ncbi.nlm.nih.gov/pubmed/33187544/', 'https://doi.org/10.1186/s13023-020-01600-8'], ['https://doi.org/10.7554/elife.58026', 'https://www.ncbi.nlm.nih.gov/pubmed/32870157/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7608189/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33237286/', 'https://doi.org/10.1093/nar/gkaa1100'], ['http://medrxiv.org/cgi/content/short/2020.05.22.20108845v1?rss=1', 'https://doi.org/10.1101/2020.05.22.20108845'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7430191/'], ['https://www.ncbi.nlm.nih.gov/pubmed/32850563/', 'https://doi.org/10.3389/fped.2020.00507'], ['https://doi.org/10.1101/2020.07.01.182964', 'https://www.ncbi.nlm.nih.gov/pubmed/32637961/'], ['https://doi.org/10.1101/2019.12.17.879189'], ['https://www.ncbi.nlm.nih.gov/pubmed/33221922/', 'https://doi.org/10.1093/nar/gkaa1070'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7222149/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7103267/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7120931/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4835520/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7608854/']]"
590,Lasergene PrimerSelect,1,"[['https://www.ncbi.nlm.nih.gov/pubmed/23638038/', 'https://doi.org/10.1371/journal.pone.0062318']]"
591,Quickoffice,1,"[['https://www.sciencedirect.com/science/article/pii/S1567539403001245', 'https://www.ncbi.nlm.nih.gov/pubmed/14990326/', 'https://api.elsevier.com/content/article/pii/S1567539403001245']]"
592,CELLQuest,8,"[['https://api.elsevier.com/content/article/pii/S0006291X06006905', 'https://www.ncbi.nlm.nih.gov/pubmed/16630549/', 'https://www.sciencedirect.com/science/article/pii/S0006291X06006905'], ['https://www.ncbi.nlm.nih.gov/pubmed/32585623/', 'https://doi.org/10.1016/j.omtn.2020.05.030'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7419491/'], ['https://www.ncbi.nlm.nih.gov/pubmed/26113972/', 'https://doi.org/10.1186/s13578-015-0025-y'], ['https://doi.org/10.1016/j.ejmech.2018.07.032', 'https://www.sciencedirect.com/science/article/pii/S0223523418305889', 'https://www.ncbi.nlm.nih.gov/pubmed/30055465/', 'https://api.elsevier.com/content/article/pii/S0223523418305889'], ['https://www.ncbi.nlm.nih.gov/pubmed/16242213/', 'https://api.elsevier.com/content/article/pii/S0196978105004316', 'https://www.sciencedirect.com/science/article/pii/S0196978105004316'], ['https://www.ncbi.nlm.nih.gov/pubmed/21385449/', 'https://doi.org/10.1186/1423-0127-18-21'], ['https://doi.org/10.1371/journal.pone.0113234', 'https://www.ncbi.nlm.nih.gov/pubmed/25401329/'], ['https://www.ncbi.nlm.nih.gov/pubmed/24594273/', 'https://doi.org/10.1186/2045-3701-4-11'], ['https://www.sciencedirect.com/science/article/pii/S0016508502000306', 'https://api.elsevier.com/content/article/pii/S0016508502000306', 'https://www.ncbi.nlm.nih.gov/pubmed/12055602/'], ['https://www.ncbi.nlm.nih.gov/pubmed/18077001/', 'https://api.elsevier.com/content/article/pii/S0165242707003893', 'https://www.sciencedirect.com/science/article/pii/S0165242707003893'], ['https://www.ncbi.nlm.nih.gov/pubmed/18542898/', 'https://doi.org/10.1007/s00109-008-0370-y'], ['https://www.ncbi.nlm.nih.gov/pubmed/15710651/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3334901/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3329602/'], ['https://www.ncbi.nlm.nih.gov/pubmed/20706715/', 'https://doi.org/10.1007/s00262-010-0903-4'], ['https://www.ncbi.nlm.nih.gov/pubmed/15030585/'], ['https://www.ncbi.nlm.nih.gov/pubmed/17156812/', 'https://www.sciencedirect.com/science/article/pii/S0042682206008002', 'https://api.elsevier.com/content/article/pii/S0042682206008002'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3146468/']]"
593,CFDA,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4355554/']]
594,Mojave,2,"[['https://api.elsevier.com/content/article/pii/S1477893920303215', 'https://www.ncbi.nlm.nih.gov/pubmed/32763496/', 'https://doi.org/10.1016/j.tmaid.2020.101825', 'https://www.sciencedirect.com/science/article/pii/S1477893920303215?v=s5'], ['https://www.ncbi.nlm.nih.gov/pubmed/32995140/', 'https://doi.org/10.1007/s40860-020-00111-4']]"
595,Genetic Profiler,1,[['https://www.ncbi.nlm.nih.gov/pubmed/12905489/']]
596,LOCK,13,"[['https://doi.org/10.1021/acssensors.0c01488', 'https://www.ncbi.nlm.nih.gov/pubmed/32838523/'], ['https://doi.org/10.1007/s00726-008-0088-8', 'https://www.ncbi.nlm.nih.gov/pubmed/18421562/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7515716/'], ['https://www.ncbi.nlm.nih.gov/pubmed/32367615/', 'https://doi.org/10.1002/cbic.202000250'], ['https://doi.org/10.1002/rmv.2106', 'https://www.ncbi.nlm.nih.gov/pubmed/32302058/'], ['https://www.ncbi.nlm.nih.gov/pubmed/30362590/', 'https://doi.org/10.1002/jcb.27690'], ['https://www.ncbi.nlm.nih.gov/pubmed/32246439/', 'https://doi.org/10.1007/s13238-020-00708-8'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7169335/'], ['https://doi.org/10.1016/j.scitotenv.2020.142323', 'https://www.sciencedirect.com/science/article/pii/S0048969720358526?v=s5', 'https://www.ncbi.nlm.nih.gov/pubmed/33182196/', 'https://api.elsevier.com/content/article/pii/S0048969720358526'], ['https://www.ncbi.nlm.nih.gov/pubmed/33510590/', 'https://doi.org/10.17179/excli2020-3070']]"
597,MeaSurement Tool to Assess systematic Reviews - 2 (AMSTAR - 2),1,"[['https://www.ncbi.nlm.nih.gov/pubmed/33326318/', 'https://doi.org/10.1177/1753466620976021']]"
598,ParFlow,13,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7302287/']]
599,Air,4,"[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2796493/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7481765/'], ['https://doi.org/10.1007/s40506-015-0057-1', 'https://www.ncbi.nlm.nih.gov/pubmed/32226323/'], ['https://arxiv.org/pdf/2005.12264v1.pdf'], ['https://doi.org/10.1186/s13052-020-00870-z', 'https://www.ncbi.nlm.nih.gov/pubmed/32711557/'], ['https://doi.org/10.1016/j.ssci.2021.105162', 'https://www.ncbi.nlm.nih.gov/pubmed/33519093/', 'https://api.elsevier.com/content/article/pii/S0925753521000059', 'https://www.sciencedirect.com/science/article/pii/S0925753521000059']]"
600,CONSTRAINT,2,"[['https://arxiv.org/pdf/2101.03291v1.pdf'], ['https://arxiv.org/pdf/2101.03841v1.pdf'], ['https://arxiv.org/pdf/2101.05953v1.pdf'], ['https://arxiv.org/pdf/2101.05499v1.pdf']]"
601,surveillance,2,"[['https://doi.org/10.1007/s11071-020-05853-7', 'https://www.ncbi.nlm.nih.gov/pubmed/32836819/'], ['https://doi.org/10.1101/2020.06.26.20140210', 'http://medrxiv.org/cgi/content/short/2020.06.26.20140210v1?rss=1']]"
602,/ Astra,1,"[['https://api.elsevier.com/content/article/pii/S0168365918300725', 'https://doi.org/10.1016/j.jconrel.2018.02.012', 'https://www.ncbi.nlm.nih.gov/pubmed/29432822/', 'https://www.sciencedirect.com/science/article/pii/S0168365918300725']]"
603,- Base ld _ clump R packageMVMR R,1,"[['https://doi.org/10.1101/2020.07.09.20149450', 'http://medrxiv.org/cgi/content/short/2020.07.09.20149450v1?rss=1']]"
604,Avadis,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3127811/']]
605,RAINFOR,1,"[['https://doi.org/10.1038/s41597-020-00766-x', 'https://www.ncbi.nlm.nih.gov/pubmed/33262346/']]"
606,ModEval,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7157477/']]
607,MuMIn R package,1,"[['https://doi.org/10.1101/2021.02.01.21250935', 'http://medrxiv.org/cgi/content/short/2021.02.01.21250935v1?rss=1']]"
608,ARDIYRASY,2,"[['https://doi.org/10.3389/fimmu.2018.00099', 'https://www.ncbi.nlm.nih.gov/pubmed/29441070/']]"
609,plethy,1,"[['https://doi.org/10.1186/s12859-015-0547-7', 'https://www.ncbi.nlm.nih.gov/pubmed/25924931/']]"
610,LifeGene,46,"[['https://doi.org/10.1186/1471-2334-14-319', 'https://www.ncbi.nlm.nih.gov/pubmed/24916787/'], ['https://doi.org/10.1007/s10654-010-9521-x', 'https://www.ncbi.nlm.nih.gov/pubmed/21104112/'], ['https://www.ncbi.nlm.nih.gov/pubmed/33068237/', 'https://doi.org/10.1007/s11136-020-02626-y']]"
611,AROME,1,"[['https://www.ncbi.nlm.nih.gov/pubmed/32580130/', 'https://doi.org/10.1016/j.ejca.2020.05.015', 'https://api.elsevier.com/content/article/pii/S0959804920302811', 'https://www.sciencedirect.com/science/article/pii/S0959804920302811']]"
612,PhosTransfer,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206318/']]
613,NIKON elements,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7103170/']]
614,Parflow,4,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7302287/']]
615,GtoImmuPdb,2,"[['https://doi.org/10.1111/imm.13201', 'https://www.ncbi.nlm.nih.gov/pubmed/32297319/']]"
616,NanopolishComp,1,[['https://doi.org/10.1101/2020.07.18.204362']]
617,Cochrane LibraryÓ,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095336/']]
618,RBPuite,1,"[['https://www.ncbi.nlm.nih.gov/pubmed/33297946/', 'https://doi.org/10.1186/s12864-020-07291-6']]"
619,InSHAPE,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7525076/']]
620,TOURGO,1,"[['https://api.elsevier.com/content/article/pii/S1477893918303922', 'https://www.ncbi.nlm.nih.gov/pubmed/31102656/', 'https://doi.org/10.1016/j.tmaid.2019.05.009', 'https://www.sciencedirect.com/science/article/pii/S1477893918303922']]"
621,DNAnexus,6,"[['https://doi.org/10.1098/rsfs.2020.0007', 'https://www.ncbi.nlm.nih.gov/pubmed/33178418/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7410827/'], ['https://doi.org/10.1101/2020.05.22.110833'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7398618/']]"
622,TORIAL,1,[['https://arxiv.org/pdf/2010.06694v1.pdf']]
623,JMAnalyser,1,"[['https://doi.org/10.1155/2020/8831862', 'https://www.ncbi.nlm.nih.gov/pubmed/33163237/']]"
624,PNRG,1,[['https://arxiv.org/pdf/2012.03472v1.pdf']]
625,NGAL,2,"[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095894/'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095301/'], ['https://www.ncbi.nlm.nih.gov/pubmed/32720031/', 'https://doi.org/10.1007/s11255-020-02579-8']]"
626,ModRef,1,[['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7418129/']]
627,ReValidate,2,"[['https://doi.org/10.1155/2020/7613569', 'https://www.ncbi.nlm.nih.gov/pubmed/33062041/']]"
628,Libdock,8,"[['https://doi.org/10.3390/molecules25235496', 'https://www.ncbi.nlm.nih.gov/pubmed/33255253/'], ['https://doi.org/10.1101/2020.01.31.929695'], ['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4304229/']]"
