,software,count,MAIN,QA,QA_retrieval,preprint,software_paper,confidence,programming_language,repository_platform,discuss_in_paper,annotator,comments,rand_urls
709,ProteoWizard,1,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6835268/
710,Excel Bedmaster,1,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7103895/
711,Google Trends Search Trends,1,,,,,,,,,,SB,,https://doi.org/10.1038/s41598-020-77316-3;https://www.ncbi.nlm.nih.gov/pubmed/33239650/
712,Qry,1,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4264204/
713,ABGD,1,,,,,,,,,,SB,,https://doi.org/10.1007/s10750-020-04497-3;https://www.ncbi.nlm.nih.gov/pubmed/33424031/
714,JPRED,7,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pubmed/12925794/
715,Google Correlate Service,1,,,,,,,,,,SB,,https://doi.org/10.1007/s00345-020-03477-5;https://www.ncbi.nlm.nih.gov/pubmed/33108478/
716,SPARTA,10,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3789766/
717,Hyperchem |,1,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7087546/
718,ACHR,3,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6718391/
719,PodCastle,1,,,,,,,,,,SB,,https://arxiv.org/pdf/1002.4682v1.pdf
720,Anaglyph,1,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pubmed/18798692/;https://doi.org/10.1371/journal.pbio.0060226
721,ler9,1,,,,,,,,,,SB,,https://doi.org/10.1038/s41541-020-00237-9;https://www.ncbi.nlm.nih.gov/pubmed/32944295/
722,Google Pixel 2,1,,,,,,,,,,SB,,https://arxiv.org/pdf/2007.00894v1.pdf
723,Tophat2 mapper,1,,,,,,,,,,SB,,https://doi.org/10.3389/fimmu.2014.00655;https://www.ncbi.nlm.nih.gov/pubmed/25620967/
724,Rotarix,3,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7565912/
725,Sunquest Integrated Clinical Environment (ICE),1,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pubmed/33312796/;https://doi.org/10.7759/cureus.11398
726,FastMLGraphical Representation of Ancestral Sequence Predictions (GRASP),1,,,,,,,,,,SB,,https://doi.org/10.1101/2020.06.22.165787
727,GeneOverlap,7,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pubmed/32963239/;https://doi.org/10.1038/s41597-020-00628-6
728,Mapman,6,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pubmed/33054972/;https://doi.org/10.7554/elife.58795
729,DECAF,2,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pubmed/33250046/;https://doi.org/10.1186/s12970-020-00382-5
730,Brant,1,,,,,,,,,,SB,,https://api.elsevier.com/content/article/pii/S2542660520301293;https://www.sciencedirect.com/science/article/pii/S2542660520301293?v=s5
731,ANODE,1,,,,,,,,,,SB,,https://arxiv.org/pdf/2010.14685v1.pdf
732,Vowpal Wabbit,1,,,,,,,,,,SB,,https://doi.org/10.1101/2020.11.19.388223
733,MyStudies,1,,,,,,,,,,SB,,https://doi.org/10.1002/hep.31491;https://www.ncbi.nlm.nih.gov/pubmed/32740969/
734,LungMAP,2,,,,,,,,,,SB,,https://doi.org/10.1101/641795
735,PhenomeNET,1,,,,,,,,,,SB,,https://doi.org/10.1101/2020.04.22.055095
736,iSCAN,3,,,,,,,,,,SB,,http://medrxiv.org/cgi/content/short/2020.06.02.20117739v1?rss=1;https://doi.org/10.1101/2020.06.02.20117739
737,Exscientia,2,,,,,,,,,,SB,,https://api.elsevier.com/content/article/pii/S2666651020300012;https://www.sciencedirect.com/science/article/pii/S2666651020300012?v=s5
738,Phidgets,2,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pubmed/33404526/;https://doi.org/10.1107/s2059798320014114
739,Yahoo,79,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7087835/
740,DUET,18,,,,,,,,,,SB,,https://arxiv.org/pdf/2101.05667v1.pdf
741,Code Orange,1,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7123487/
742,Power Data Access Viewer (DAV),1,,,,,,,,,,SB,,https://doi.org/10.1002/pa.2222;https://www.ncbi.nlm.nih.gov/pubmed/32837322/
743,SBDiEM,3,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pubmed/33362342/;https://doi.org/10.1002/num.22652
744,Network Field Bioinformatics,1,,,,,,,,,,SB,,https://doi.org/10.1101/2020.07.01.181867
745,taGenome ANalyzer (MEGAN),1,,,,,,,,,,SB,,https://doi.org/10.1111/prd.12010;https://www.ncbi.nlm.nih.gov/pubmed/23574465/;http://europepmc.org/articles/pmc3912758?pdf=render
746,MASROOR,1,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pubmed/32419177/;https://doi.org/10.1111/jocs.14638
747,COVID Tool,1,,,,,,,,,,SB,,https://doi.org/10.1101/2020.03.25.20043711
748,dbAMP,2,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pubmed/32802318/;https://doi.org/10.12688/f1000research.24074.1
749,wordclouds,1,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pubmed/33250876/;https://doi.org/10.3389/fmicb.2020.588918
750,Grad,238,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pubmed/33301073/;https://doi.org/10.1007/s13246-020-00957-1
751,Euroqol,1,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pubmed/33068237/;https://doi.org/10.1007/s11136-020-02626-y
752,GHSI,1,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pubmed/32892793/;https://doi.org/10.1017/s0950268820002046
753,LifeBridge,1,,,,,,,,,,SB,,https://doi.org/10.1101/2020.08.13.20171751;http://medrxiv.org/cgi/content/short/2020.08.13.20171751v1?rss=1
754,GeneXpert,90,,,,,,,,,,SB,,https://www.sciencedirect.com/science/article/pii/S1473309920308598;https://api.elsevier.com/content/article/pii/S1473309920308598;https://doi.org/10.1016/s1473-3099(20)30859-8;https://www.ncbi.nlm.nih.gov/pubmed/33357517/
755,bcl2fastq,4,,,,,,,,,,SB,,https://doi.org/10.1101/2020.05.13.20100131;http://medrxiv.org/cgi/content/short/2020.05.13.20100131v1?rss=1
756,Vektorbasis,3,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7690979/
757,AI Covid Tracker,1,,,,,,,,,,SB,,https://doi.org/10.1101/2020.06.09.20126565;http://medrxiv.org/cgi/content/short/2020.06.09.20126565v1?rss=1
758,PRETEXT,1,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3666656/
759,AXIS,11,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pubmed/32638436/;https://doi.org/10.1111/apt.15916
760,Jelinek,2,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7250595/
761,Prism5,4,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pubmed/24820351/;https://doi.org/10.1371/journal.pone.0096957
762,Our World,3,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pubmed/33102989/;https://api.elsevier.com/content/article/pii/S2468042720300609;https://doi.org/10.1016/j.idm.2020.10.006;https://www.sciencedirect.com/science/article/pii/S2468042720300609?v=s5
763,HRV Python,1,,,,,,,,,,SB,,https://arxiv.org/pdf/2101.00771v1.pdf
764,BIOSIM,1,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2492840/
765,R Core TeamR Foundation for Statistical Computing,1,,,,,,,,,,SB,,https://doi.org/10.1093/noajnl/vdaa119;https://www.ncbi.nlm.nih.gov/pubmed/33392502/
766,GENOMIT,1,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7087606/
767,SpaceTugs,2,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pubmed/32834186/;https://www.sciencedirect.com/science/article/pii/S0094576520304598?v=s5;https://api.elsevier.com/content/article/pii/S0094576520304598;https://doi.org/10.1016/j.actaastro.2020.07.032
768,EVAMICA,1,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095199/
769,LISA (Local Indicators of Spatial Autocorrelation),1,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pubmed/33188767/;https://www.sciencedirect.com/science/article/pii/S0013935120313566?v=s5;https://doi.org/10.1016/j.envres.2020.110459;https://api.elsevier.com/content/article/pii/S0013935120313566
770,SumP,1,,,,,,,,,,SB,,https://arxiv.org/pdf/2010.06467v1.pdf
771,LogNewTestit,3,,,,,,,,,,SB,,http://medrxiv.org/cgi/content/short/2020.11.03.20225581v1?rss=1;https://doi.org/10.1101/2020.11.03.20225581
772,PureProfile,2,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pubmed/32836998/;https://api.elsevier.com/content/article/pii/S0967070X20306880;https://doi.org/10.1016/j.tranpol.2020.08.004;https://www.sciencedirect.com/science/article/pii/S0967070X20306880?v=s5
773,BSAT,3,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7363222/
774,Maxent,42,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pubmed/29556762/;https://doi.org/10.1007/s10393-018-1322-9
775,UMLS,17,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pubmed/33130435/;https://www.sciencedirect.com/science/article/pii/S0010482520303978?v=s5;https://doi.org/10.1016/j.compbiomed.2020.104066;https://api.elsevier.com/content/article/pii/S0010482520303978
776,Builder,10,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pubmed/24371828/;https://doi.org/10.1155/2013/701317
777,Tweet Collection,1,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pubmed/32836694/;https://api.elsevier.com/content/article/pii/S0306457320308359;https://doi.org/10.1016/j.ipm.2020.102340;https://www.sciencedirect.com/science/article/pii/S0306457320308359
778,SiScan3Seq,1,,,,,,,,,,SB,,https://www.sciencedirect.com/science/article/pii/S0378113510001173;https://api.elsevier.com/content/article/pii/S0378113510001173;https://doi.org/10.1016/j.vetmic.2010.02.027;https://www.ncbi.nlm.nih.gov/pubmed/20299165/
779,Tax4Fun,2,,,,,,,,,,SB,,https://api.elsevier.com/content/article/pii/S004896971931040X;https://www.sciencedirect.com/science/article/pii/S004896971931040X;https://www.ncbi.nlm.nih.gov/pubmed/30870755/;https://doi.org/10.1016/j.scitotenv.2019.03.063
780,QProbe,2,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pubmed/29763640/;https://doi.org/10.1016/j.jviromet.2018.05.006;https://www.sciencedirect.com/science/article/pii/S0166093418301058;https://api.elsevier.com/content/article/pii/S0166093418301058
781,Tensorflow Lite,2,,,,,,,,,,SB,,https://doi.org/10.1101/2020.09.04.283085
782,Frontage,1,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7831241/
783,MS,31,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pubmed/32152361/;https://doi.org/10.1038/s41598-020-61133-9
784,HUIM,10,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206287/
785,Taverna workbench,1,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7161634/
786,Cellvizio,1,,,,,,,,,,SB,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7103183/
787,RestNetAtteRadi,1,,,,,,,,,,SB,,https://arxiv.org/pdf/2101.04269v1.pdf
788,R package RobLox,1,,,,,,,,,,AK,,https://arxiv.org/pdf/1304.2069v1.pdf
789,rSARS,2,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7123558/
790,Google Cloud©,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7189528/
791,ORALVAC,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7149265/
792,CombiMatrix System,1,,,,,,,,,,AK,,https://api.elsevier.com/content/article/pii/S0213005X08000402;https://www.sciencedirect.com/science/article/pii/S0213005X08000402
793,ICEM,6,,,,,,,,,,AK,,https://doi.org/10.1016/j.buildenv.2020.107402;https://www.sciencedirect.com/science/article/pii/S0360132320307708?v=s5;https://api.elsevier.com/content/article/pii/S0360132320307708;https://www.ncbi.nlm.nih.gov/pubmed/33162646/
794,Cellclone,1,,,,,,,,,,AK,,https://www.sciencedirect.com/science/article/pii/S187603411630020X;https://doi.org/10.1016/j.jiph.2016.04.003;https://www.ncbi.nlm.nih.gov/pubmed/27102927/;https://api.elsevier.com/content/article/pii/S187603411630020X
795,Sierra PlotCoverage,1,,,,,,,,,,AK,,https://doi.org/10.1101/867309
796,R library AED,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7088011/
797,Mathigon,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7334674/
798,DAWn,1,,,,,,,,,,AK,,https://doi.org/10.1186/s13063-020-04878-y;https://www.ncbi.nlm.nih.gov/pubmed/33298149/
799,Alcaniz,1,,,,,,,,,,AK,,https://doi.org/10.1101/2020.11.04.20225656;http://medrxiv.org/cgi/content/short/2020.11.04.20225656v1?rss=1
800,EXMA,1,,,,,,,,,,AK,,https://arxiv.org/pdf/2101.05314v1.pdf
801,OTseeker,2,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/16597331/
802,GenEpiSim,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6781107/
803,CAPRI,52,,,,,,,,,,AK,,https://doi.org/10.1016/j.sbi.2020.05.016;https://api.elsevier.com/content/article/pii/S0959440X20300877;https://www.ncbi.nlm.nih.gov/pubmed/32615514/;https://www.sciencedirect.com/science/article/pii/S0959440X20300877
804,ode45,1,,,,,,,,,,AK,,https://www.sciencedirect.com/science/article/pii/S1110016820304890;https://api.elsevier.com/content/article/pii/S1110016820304890
805,FogBus,4,,,,,,,,,,AK,,https://doi.org/10.1101/2020.05.06.20091900;http://medrxiv.org/cgi/content/short/2020.05.06.20091900v1?rss=1
806,Native,1,,,,,,,,,,AK,,https://arxiv.org/pdf/2009.13211v1.pdf
807,BLAST® search,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6844444/
808,iAMPpred,1,,,,,,,,,,AK,,https://doi.org/10.3389/fphar.2020.01075;https://www.ncbi.nlm.nih.gov/pubmed/32774304/
809,node2vec,3,,,,,,,,,,AK,,https://doi.org/10.1101/2020.10.20.347153
810,CLC Genomics Workbench assembler,3,,,,,,,,,,AK,,https://doi.org/10.3389/fmicb.2014.00714;https://www.ncbi.nlm.nih.gov/pubmed/25566226/
811,R package clusterprofiler,1,,,,,,,,,,AK,,https://doi.org/10.1101/2020.05.05.20091355;http://medrxiv.org/cgi/content/short/2020.05.05.20091355v1?rss=1
812,MendelianRandomization,3,,,,,,,,,,AK,,https://doi.org/10.1183/13993003.03545-2020;https://www.ncbi.nlm.nih.gov/pubmed/33214204/
813,lightcycler,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7108586/
814,StyleGAN2,5,,,,,,,,,,AK,,https://arxiv.org/pdf/2011.05421v1.pdf
815,CSSA,9,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/33133735/;https://doi.org/10.1007/s42379-020-00069-z
816,Test,3,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7418142/
817,vMISTR1,1,,,,,,,,,,AK,,https://doi.org/10.1371/journal.pbio.3001045;https://www.ncbi.nlm.nih.gov/pubmed/33370271/
818,alakazam R package,1,,,,,,,,,,AK,,https://doi.org/10.1101/2020.05.20.106294
819,Informit Online,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/32747989/;https://doi.org/10.1007/s00520-020-05645-0
820,DREEM,20,,,,,,,,,,AK,,https://doi.org/10.3390/v12121473;https://www.ncbi.nlm.nih.gov/pubmed/33371200/
821,Image Analysis Phantom®,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3666652/
822,Google [UNK],5,,,,,,,,,,AK,,https://doi.org/10.1007/s11739-020-02502-0;https://www.ncbi.nlm.nih.gov/pubmed/32940900/
823,Matlab Live - Script,1,,,,,,,,,,AK,,http://medrxiv.org/cgi/content/short/2020.12.01.20242263v1?rss=1;https://doi.org/10.1101/2020.12.01.20242263
824,DASware®,2,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/33515287/;https://doi.org/10.1007/s00253-020-11050-8
825,Research Square,2,,,,,,,,,,AK,,https://doi.org/10.1007/s15010-020-01566-6;https://www.ncbi.nlm.nih.gov/pubmed/33495884/
826,InFACT,1,,,,,,,,,,AK,,https://doi.org/10.1097/cce.0000000000000098;https://www.ncbi.nlm.nih.gov/pubmed/32426740/
827,antsBrainExtraction,2,,,,,,,,,,AK,,https://api.elsevier.com/content/article/pii/S2451902220302457;https://www.sciencedirect.com/science/article/pii/S2451902220302457?v=s5;https://www.ncbi.nlm.nih.gov/pubmed/33097469/;https://doi.org/10.1016/j.bpsc.2020.08.010
828,SOLOMON,1,,,,,,,,,,AK,,https://doi.org/10.1371/journal.ppat.1001038;https://www.ncbi.nlm.nih.gov/pubmed/20862324/
829,Biacore evaluation,2,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/33436577/;https://doi.org/10.1038/s41467-020-20602-5
830,OPTLC,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/32825718/;https://doi.org/10.3390/toxins12090539
831,Gencode,9,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7480005/
832,CharUtils,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7418129/
833,DANONE,2,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7163711/
834,SnapGene,3,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7816556/
835,CODA,9,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7302823/
836,Golden Helix,2,,,,,,,,,,AK,,https://doi.org/10.1186/1471-2164-15-1164;https://www.ncbi.nlm.nih.gov/pubmed/25534905/
837,Modelrisk,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7163673/
838,PanCast,115,,,,,,,,,,AK,,http://medrxiv.org/cgi/content/short/2021.01.21.21250209v1?rss=1
839,bed2diffs,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7149848/
840,Hybrid Capture,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7162248/
841,LightCycler 480 Service,2,,,,,,,,,,AK,,https://doi.org/10.1155/2017/5279065;https://www.ncbi.nlm.nih.gov/pubmed/28546965/
842,DivErsity pArtitioning by hieRarchical Clustering (DEmARC),1,,,,,,,,,,AK,,https://doi.org/10.1038/s41564-020-0709-x;https://www.ncbi.nlm.nih.gov/pubmed/32341570/
843,ExPaSy,2,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7763493/
844,pot,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7159123/
845,Stemade,1,,,,,,,,,,AK,,https://doi.org/10.1007/s12098-016-2206-z;https://www.ncbi.nlm.nih.gov/pubmed/27510612/
846,MiSeq,9,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7122948/
847,RNASeq by Expectation Maximization (RSEM),1,,,,,,,,,,AK,,https://doi.org/10.1186/s12866-019-1498-3;https://www.ncbi.nlm.nih.gov/pubmed/31182015/
848,OR PnP,1,,,,,,,,,,AK,,https://arxiv.org/pdf/2011.02284v1.pdf
849,Vigileo Monitor,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7100097/
850,Veles,2,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/33425045/;https://doi.org/10.1007/s12559-020-09773-x
851,AcademicTwitter,1,,,,,,,,,,AK,,https://doi.org/10.1007/s10067-020-05405-9;https://www.ncbi.nlm.nih.gov/pubmed/32939569/
852,Solar,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/33274064/;https://doi.org/10.7189/jgh.10.020425
853,PedsAnesthesia,1,,,,,,,,,,AK,,https://doi.org/10.3390/children7110233;https://www.ncbi.nlm.nih.gov/pubmed/33212904/
854,XTRACTs,3,,,,,,,,,,AK,,https://doi.org/10.1016/j.compbiomed.2020.103963;https://api.elsevier.com/content/article/pii/S0010482520302961;https://www.sciencedirect.com/science/article/pii/S0010482520302961?v=s5;https://www.ncbi.nlm.nih.gov/pubmed/32828990/
855,Gene traffic,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/19397807/;https://doi.org/10.1186/1471-2229-9-46
856,KIHASA,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/29979418/;https://doi.org/10.1097/md.0000000000011358
857,Kodak Digital Science 1D Image Analysis,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC521691/
858,CustomVision,7,,,,,,,,,,AK,,https://doi.org/10.1101/2020.05.21.20106518;http://medrxiv.org/cgi/content/short/2020.05.21.20106518v1?rss=1
859,Sonosims®,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7448394/
860,WINGZ,1,,,,,,,,,,AK,,https://www.sciencedirect.com/science/article/pii/016817029290067J;https://api.elsevier.com/content/article/pii/016817029290067J;https://www.ncbi.nlm.nih.gov/pubmed/1604932/
861,AMSEO,9,,,,,,,,,,AK,,https://doi.org/10.1016/j.asoc.2020.106385;https://www.ncbi.nlm.nih.gov/pubmed/32395097/;https://www.sciencedirect.com/science/article/pii/S1568494620303252?v=s5;https://api.elsevier.com/content/article/pii/S1568494620303252
862,OligoAnalyzer,2,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5234545/
863,MacroDox,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/16242152/;https://www.sciencedirect.com/science/article/pii/S0022283605010648;https://api.elsevier.com/content/article/pii/S0022283605010648
864,mdtraj,2,,,,,,,,,,AK,,https://doi.org/10.1021/acscentsci.0c01056;https://www.ncbi.nlm.nih.gov/pubmed/33140034/
865,Cell QuestPro,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7138800/
866,Matlab optimization toolbox,1,,,,,,,,,,AK,,https://www.sciencedirect.com/science/article/pii/S0360132314001929;https://doi.org/10.1016/j.buildenv.2014.06.006;https://api.elsevier.com/content/article/pii/S0360132314001929;https://www.ncbi.nlm.nih.gov/pubmed/32288028/
867,EstomatoNet,2,,,,,,,,,,AK,,https://doi.org/10.1111/odi.13527;https://www.ncbi.nlm.nih.gov/pubmed/32615648/
868,SOLiD,5,,,,,,,,,,AK,,https://doi.org/10.3390/ijms12117861;https://www.ncbi.nlm.nih.gov/pubmed/22174638/
869,R package wavethresh,1,,,,,,,,,,AK,,https://doi.org/10.1101/2021.01.21.427579
870,Excel Workbook,1,,,,,,,,,,AK,,https://www.sciencedirect.com/science/article/pii/S2352340920313068?v=s5;https://api.elsevier.com/content/article/pii/S2352340920313068;https://www.ncbi.nlm.nih.gov/pubmed/33102643/;https://arxiv.org/pdf/2011.06689v1.pdf;https://doi.org/10.1016/j.dib.2020.106424
871,Kwd,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7148057/
872,PMSYS,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7148101/
873,ImageCLEFlifelog,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7148101/
874,SysML,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7242043/
875,IPN,1,,,,,,,,,,AK,,https://arxiv.org/pdf/2010.12493v2.pdf
876,UZH,1,,,,,,,,,,AK,,https://doi.org/10.1101/2020.12.03.410829
877,Line app,1,,,,,,,,,,AK,,https://doi.org/10.1016/j.jfma.2020.03.007;https://www.sciencedirect.com/science/article/pii/S0929664620300814;https://www.ncbi.nlm.nih.gov/pubmed/32222336/;https://api.elsevier.com/content/article/pii/S0929664620300814
878,igragh,1,,,,,,,,,,AK,,https://www.sciencedirect.com/science/article/pii/S2210670721000469?v=s5;https://api.elsevier.com/content/article/pii/S2210670721000469
879,IranMedexMagIran,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102202/
880,Dcomplex,4,,,,,,,,,,AK,,https://arxiv.org/pdf/2008.12473v1.pdf
881,MsigDB,1,,,,,,,,,,AK,,https://doi.org/10.1101/2020.04.27.063727
882,NPDL engine,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/22369688/;https://doi.org/10.1186/1471-2164-12-s4-s13
883,CASCADE,28,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pubmed/33050900/;https://doi.org/10.1186/s12931-020-01513-x
884,Chromeleon software,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7470892/
885,DeepLoc,4,,,,,,,,,,AK,,https://doi.org/10.1101/2021.01.14.426726
886,newbler assembler,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7167908/
887,HFACSÀMaintenance,1,,,,,,,,,,AK,,https://api.elsevier.com/content/article/pii/B9780128129951000130;https://www.sciencedirect.com/science/article/pii/B9780128129951000130
888,luminex,1,,,,,,,,,,AK,,http://medrxiv.org/cgi/content/short/2021.01.25.21250189v1?rss=1;https://doi.org/10.1101/2021.01.25.21250189
889,ThT,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7788601/
890,QuAC,1,,,,,,,,,,AK,,https://arxiv.org/pdf/2010.01657v1.pdf
891,SPSS Stadistics,1,,,,,,,,,,AK,,https://www.sciencedirect.com/science/article/pii/S0025775320304504?v=s5;https://api.elsevier.com/content/article/pii/S0025775320304504;https://www.ncbi.nlm.nih.gov/pubmed/32718719/;https://doi.org/10.1016/j.medcli.2020.06.026
892,THECGE,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7332765/
893,Waters MassLynx,1,,,,,,,,,,AK,,https://api.elsevier.com/content/article/pii/S0022030220307888;https://doi.org/10.3168/jds.2019-18045;https://www.ncbi.nlm.nih.gov/pubmed/33041038/;https://www.sciencedirect.com/science/article/pii/S0022030220307888
894,TWIM,1,,,,,,,,,,AK,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/pro.3513
895,ileader,1,,,,,,,,,,AK,,https://doi.org/10.1038/s42003-020-0849-9;https://www.ncbi.nlm.nih.gov/pubmed/32170151/
896,Radar,1,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7256214/
897,HemoFAXS,3,,,,,,,,,,AK,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7169346/
