,software,count,rand_urls,MAIN,QA,QA_retrieval,preprint,software_paper,confidence,programming_language,repository_platform,discuss_in_paper,annotator,comments
737,Exscientia,2,https://api.elsevier.com/content/article/pii/S2666651020300012;https://www.sciencedirect.com/science/article/pii/S2666651020300012?v=s5,,,,,,,,,,SB,
738,Phidgets,2,https://www.ncbi.nlm.nih.gov/pubmed/33404526/;https://doi.org/10.1107/s2059798320014114,,,,,,,,,,SB,
739,Yahoo,79,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7087835/,,,,,,,,,,SB,
740,DUET,18,https://arxiv.org/pdf/2101.05667v1.pdf,,,,,,,,,,SB,
741,Code Orange,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7123487/,,,,,,,,,,SB,
742,Power Data Access Viewer (DAV),1,https://doi.org/10.1002/pa.2222;https://www.ncbi.nlm.nih.gov/pubmed/32837322/,,,,,,,,,,SB,
743,SBDiEM,3,https://www.ncbi.nlm.nih.gov/pubmed/33362342/;https://doi.org/10.1002/num.22652,,,,,,,,,,SB,
744,Network Field Bioinformatics,1,https://doi.org/10.1101/2020.07.01.181867,,,,,,,,,,SB,
745,taGenome ANalyzer (MEGAN),1,https://doi.org/10.1111/prd.12010;https://www.ncbi.nlm.nih.gov/pubmed/23574465/;http://europepmc.org/articles/pmc3912758?pdf=render,,,,,,,,,,SB,
746,MASROOR,1,https://www.ncbi.nlm.nih.gov/pubmed/32419177/;https://doi.org/10.1111/jocs.14638,,,,,,,,,,SB,
747,COVID Tool,1,https://doi.org/10.1101/2020.03.25.20043711,,,,,,,,,,SB,
748,dbAMP,2,https://www.ncbi.nlm.nih.gov/pubmed/32802318/;https://doi.org/10.12688/f1000research.24074.1,,,,,,,,,,SB,
749,wordclouds,1,https://www.ncbi.nlm.nih.gov/pubmed/33250876/;https://doi.org/10.3389/fmicb.2020.588918,,,,,,,,,,SB,
750,Grad,238,https://www.ncbi.nlm.nih.gov/pubmed/33301073/;https://doi.org/10.1007/s13246-020-00957-1,,,,,,,,,,SB,
751,Euroqol,1,https://www.ncbi.nlm.nih.gov/pubmed/33068237/;https://doi.org/10.1007/s11136-020-02626-y,,,,,,,,,,SB,
752,GHSI,1,https://www.ncbi.nlm.nih.gov/pubmed/32892793/;https://doi.org/10.1017/s0950268820002046,,,,,,,,,,SB,
753,LifeBridge,1,https://doi.org/10.1101/2020.08.13.20171751;http://medrxiv.org/cgi/content/short/2020.08.13.20171751v1?rss=1,,,,,,,,,,SB,
754,GeneXpert,90,https://www.sciencedirect.com/science/article/pii/S1473309920308598;https://api.elsevier.com/content/article/pii/S1473309920308598;https://doi.org/10.1016/s1473-3099(20)30859-8;https://www.ncbi.nlm.nih.gov/pubmed/33357517/,,,,,,,,,,SB,
755,bcl2fastq,4,https://doi.org/10.1101/2020.05.13.20100131;http://medrxiv.org/cgi/content/short/2020.05.13.20100131v1?rss=1,,,,,,,,,,SB,
756,Vektorbasis,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7690979/,,,,,,,,,,SB,
757,AI Covid Tracker,1,https://doi.org/10.1101/2020.06.09.20126565;http://medrxiv.org/cgi/content/short/2020.06.09.20126565v1?rss=1,,,,,,,,,,SB,
758,PRETEXT,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3666656/,,,,,,,,,,SB,
759,AXIS,11,https://www.ncbi.nlm.nih.gov/pubmed/32638436/;https://doi.org/10.1111/apt.15916,,,,,,,,,,SB,
760,Jelinek,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7250595/,,,,,,,,,,SB,
761,Prism5,4,https://www.ncbi.nlm.nih.gov/pubmed/24820351/;https://doi.org/10.1371/journal.pone.0096957,,,,,,,,,,SB,
762,Our World,3,https://www.ncbi.nlm.nih.gov/pubmed/33102989/;https://api.elsevier.com/content/article/pii/S2468042720300609;https://doi.org/10.1016/j.idm.2020.10.006;https://www.sciencedirect.com/science/article/pii/S2468042720300609?v=s5,,,,,,,,,,SB,
763,HRV Python,1,https://arxiv.org/pdf/2101.00771v1.pdf,,,,,,,,,,SB,
764,BIOSIM,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2492840/,,,,,,,,,,SB,
765,R Core TeamR Foundation for Statistical Computing,1,https://doi.org/10.1093/noajnl/vdaa119;https://www.ncbi.nlm.nih.gov/pubmed/33392502/,,,,,,,,,,SB,
766,GENOMIT,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7087606/,,,,,,,,,,SB,
767,SpaceTugs,2,https://www.ncbi.nlm.nih.gov/pubmed/32834186/;https://www.sciencedirect.com/science/article/pii/S0094576520304598?v=s5;https://api.elsevier.com/content/article/pii/S0094576520304598;https://doi.org/10.1016/j.actaastro.2020.07.032,,,,,,,,,,SB,
768,EVAMICA,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095199/,,,,,,,,,,SB,
769,LISA (Local Indicators of Spatial Autocorrelation),1,https://www.ncbi.nlm.nih.gov/pubmed/33188767/;https://www.sciencedirect.com/science/article/pii/S0013935120313566?v=s5;https://doi.org/10.1016/j.envres.2020.110459;https://api.elsevier.com/content/article/pii/S0013935120313566,,,,,,,,,,SB,
770,SumP,1,https://arxiv.org/pdf/2010.06467v1.pdf,,,,,,,,,,SB,
771,LogNewTestit,3,http://medrxiv.org/cgi/content/short/2020.11.03.20225581v1?rss=1;https://doi.org/10.1101/2020.11.03.20225581,,,,,,,,,,SB,
772,PureProfile,2,https://www.ncbi.nlm.nih.gov/pubmed/32836998/;https://api.elsevier.com/content/article/pii/S0967070X20306880;https://doi.org/10.1016/j.tranpol.2020.08.004;https://www.sciencedirect.com/science/article/pii/S0967070X20306880?v=s5,,,,,,,,,,SB,
773,BSAT,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7363222/,,,,,,,,,,SB,
774,Maxent,42,https://www.ncbi.nlm.nih.gov/pubmed/29556762/;https://doi.org/10.1007/s10393-018-1322-9,,,,,,,,,,SB,
775,UMLS,17,https://www.ncbi.nlm.nih.gov/pubmed/33130435/;https://www.sciencedirect.com/science/article/pii/S0010482520303978?v=s5;https://doi.org/10.1016/j.compbiomed.2020.104066;https://api.elsevier.com/content/article/pii/S0010482520303978,,,,,,,,,,SB,
776,Builder,10,https://www.ncbi.nlm.nih.gov/pubmed/24371828/;https://doi.org/10.1155/2013/701317,,,,,,,,,,SB,
777,Tweet Collection,1,https://www.ncbi.nlm.nih.gov/pubmed/32836694/;https://api.elsevier.com/content/article/pii/S0306457320308359;https://doi.org/10.1016/j.ipm.2020.102340;https://www.sciencedirect.com/science/article/pii/S0306457320308359,,,,,,,,,,SB,
778,SiScan3Seq,1,https://www.sciencedirect.com/science/article/pii/S0378113510001173;https://api.elsevier.com/content/article/pii/S0378113510001173;https://doi.org/10.1016/j.vetmic.2010.02.027;https://www.ncbi.nlm.nih.gov/pubmed/20299165/,,,,,,,,,,SB,
779,Tax4Fun,2,https://api.elsevier.com/content/article/pii/S004896971931040X;https://www.sciencedirect.com/science/article/pii/S004896971931040X;https://www.ncbi.nlm.nih.gov/pubmed/30870755/;https://doi.org/10.1016/j.scitotenv.2019.03.063,,,,,,,,,,SB,
780,QProbe,2,https://www.ncbi.nlm.nih.gov/pubmed/29763640/;https://doi.org/10.1016/j.jviromet.2018.05.006;https://www.sciencedirect.com/science/article/pii/S0166093418301058;https://api.elsevier.com/content/article/pii/S0166093418301058,,,,,,,,,,SB,
781,Tensorflow Lite,2,https://doi.org/10.1101/2020.09.04.283085,,,,,,,,,,SB,
782,Frontage,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7831241/,,,,,,,,,,SB,
783,MS,31,https://www.ncbi.nlm.nih.gov/pubmed/32152361/;https://doi.org/10.1038/s41598-020-61133-9,,,,,,,,,,SB,
784,HUIM,10,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7206287/,,,,,,,,,,SB,
785,Taverna workbench,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7161634/,,,,,,,,,,SB,
786,Cellvizio,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7103183/,,,,,,,,,,SB,
787,RestNetAtteRadi,1,https://arxiv.org/pdf/2101.04269v1.pdf,,,,,,,,,,SB,
788,R package RobLox,1,https://arxiv.org/pdf/1304.2069v1.pdf,,,,,,,,,,AK,
789,rSARS,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7123558/,,,,,,,,,,AK,
790,Google Cloud©,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7189528/,,,,,,,,,,AK,
791,ORALVAC,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7149265/,,,,,,,,,,AK,
792,CombiMatrix System,1,https://api.elsevier.com/content/article/pii/S0213005X08000402;https://www.sciencedirect.com/science/article/pii/S0213005X08000402,,,,,,,,,,AK,
793,ICEM,6,https://doi.org/10.1016/j.buildenv.2020.107402;https://www.sciencedirect.com/science/article/pii/S0360132320307708?v=s5;https://api.elsevier.com/content/article/pii/S0360132320307708;https://www.ncbi.nlm.nih.gov/pubmed/33162646/,,,,,,,,,,AK,
794,Cellclone,1,https://www.sciencedirect.com/science/article/pii/S187603411630020X;https://doi.org/10.1016/j.jiph.2016.04.003;https://www.ncbi.nlm.nih.gov/pubmed/27102927/;https://api.elsevier.com/content/article/pii/S187603411630020X,,,,,,,,,,AK,
795,Sierra PlotCoverage,1,https://doi.org/10.1101/867309,,,,,,,,,,AK,
796,R library AED,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7088011/,,,,,,,,,,AK,
797,Mathigon,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7334674/,,,,,,,,,,AK,
798,DAWn,1,https://doi.org/10.1186/s13063-020-04878-y;https://www.ncbi.nlm.nih.gov/pubmed/33298149/,,,,,,,,,,AK,
799,Alcaniz,1,https://doi.org/10.1101/2020.11.04.20225656;http://medrxiv.org/cgi/content/short/2020.11.04.20225656v1?rss=1,,,,,,,,,,AK,
800,EXMA,1,https://arxiv.org/pdf/2101.05314v1.pdf,,,,,,,,,,AK,
801,OTseeker,2,https://www.ncbi.nlm.nih.gov/pubmed/16597331/,,,,,,,,,,AK,
802,GenEpiSim,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6781107/,,,,,,,,,,AK,
803,CAPRI,52,https://doi.org/10.1016/j.sbi.2020.05.016;https://api.elsevier.com/content/article/pii/S0959440X20300877;https://www.ncbi.nlm.nih.gov/pubmed/32615514/;https://www.sciencedirect.com/science/article/pii/S0959440X20300877,,,,,,,,,,AK,
804,ode45,1,https://www.sciencedirect.com/science/article/pii/S1110016820304890;https://api.elsevier.com/content/article/pii/S1110016820304890,,,,,,,,,,AK,
805,FogBus,4,https://doi.org/10.1101/2020.05.06.20091900;http://medrxiv.org/cgi/content/short/2020.05.06.20091900v1?rss=1,,,,,,,,,,AK,
806,Native,1,https://arxiv.org/pdf/2009.13211v1.pdf,,,,,,,,,,AK,
807,BLAST® search,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6844444/,,,,,,,,,,AK,
808,iAMPpred,1,https://doi.org/10.3389/fphar.2020.01075;https://www.ncbi.nlm.nih.gov/pubmed/32774304/,,,,,,,,,,AK,
809,node2vec,3,https://doi.org/10.1101/2020.10.20.347153,,,,,,,,,,AK,
810,CLC Genomics Workbench assembler,3,https://doi.org/10.3389/fmicb.2014.00714;https://www.ncbi.nlm.nih.gov/pubmed/25566226/,,,,,,,,,,AK,
811,R package clusterprofiler,1,https://doi.org/10.1101/2020.05.05.20091355;http://medrxiv.org/cgi/content/short/2020.05.05.20091355v1?rss=1,,,,,,,,,,AK,
812,MendelianRandomization,3,https://doi.org/10.1183/13993003.03545-2020;https://www.ncbi.nlm.nih.gov/pubmed/33214204/,,,,,,,,,,AK,
813,lightcycler,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7108586/,,,,,,,,,,AK,
814,StyleGAN2,5,https://arxiv.org/pdf/2011.05421v1.pdf,,,,,,,,,,AK,
815,CSSA,9,https://www.ncbi.nlm.nih.gov/pubmed/33133735/;https://doi.org/10.1007/s42379-020-00069-z,,,,,,,,,,AK,
816,Test,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7418142/,,,,,,,,,,AK,
817,vMISTR1,1,https://doi.org/10.1371/journal.pbio.3001045;https://www.ncbi.nlm.nih.gov/pubmed/33370271/,,,,,,,,,,AK,
818,alakazam R package,1,https://doi.org/10.1101/2020.05.20.106294,,,,,,,,,,AK,
819,Informit Online,1,https://www.ncbi.nlm.nih.gov/pubmed/32747989/;https://doi.org/10.1007/s00520-020-05645-0,,,,,,,,,,AK,
820,DREEM,20,https://doi.org/10.3390/v12121473;https://www.ncbi.nlm.nih.gov/pubmed/33371200/,,,,,,,,,,AK,
821,Image Analysis Phantom®,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3666652/,,,,,,,,,,AK,
822,Google [UNK],5,https://doi.org/10.1007/s11739-020-02502-0;https://www.ncbi.nlm.nih.gov/pubmed/32940900/,,,,,,,,,,AK,
823,Matlab Live - Script,1,http://medrxiv.org/cgi/content/short/2020.12.01.20242263v1?rss=1;https://doi.org/10.1101/2020.12.01.20242263,,,,,,,,,,AK,
824,DASware®,2,https://www.ncbi.nlm.nih.gov/pubmed/33515287/;https://doi.org/10.1007/s00253-020-11050-8,,,,,,,,,,AK,
825,Research Square,2,https://doi.org/10.1007/s15010-020-01566-6;https://www.ncbi.nlm.nih.gov/pubmed/33495884/,,,,,,,,,,AK,
826,InFACT,1,https://doi.org/10.1097/cce.0000000000000098;https://www.ncbi.nlm.nih.gov/pubmed/32426740/,,,,,,,,,,AK,
827,antsBrainExtraction,2,https://api.elsevier.com/content/article/pii/S2451902220302457;https://www.sciencedirect.com/science/article/pii/S2451902220302457?v=s5;https://www.ncbi.nlm.nih.gov/pubmed/33097469/;https://doi.org/10.1016/j.bpsc.2020.08.010,,,,,,,,,,AK,
828,SOLOMON,1,https://doi.org/10.1371/journal.ppat.1001038;https://www.ncbi.nlm.nih.gov/pubmed/20862324/,,,,,,,,,,AK,
829,Biacore evaluation,2,https://www.ncbi.nlm.nih.gov/pubmed/33436577/;https://doi.org/10.1038/s41467-020-20602-5,,,,,,,,,,AK,
830,OPTLC,1,https://www.ncbi.nlm.nih.gov/pubmed/32825718/;https://doi.org/10.3390/toxins12090539,,,,,,,,,,AK,
831,Gencode,9,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7480005/,,,,,,,,,,AK,
832,CharUtils,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7418129/,,,,,,,,,,AK,
833,DANONE,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7163711/,,,,,,,,,,AK,
834,SnapGene,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7816556/,,,,,,,,,,AK,
835,CODA,9,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7302823/,,,,,,,,,,AK,
836,Golden Helix,2,https://doi.org/10.1186/1471-2164-15-1164;https://www.ncbi.nlm.nih.gov/pubmed/25534905/,,,,,,,,,,AK,
837,Modelrisk,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7163673/,,,,,,,,,,AK,
838,PanCast,115,http://medrxiv.org/cgi/content/short/2021.01.21.21250209v1?rss=1,,,,,,,,,,AK,
839,bed2diffs,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7149848/,,,,,,,,,,AK,
840,Hybrid Capture,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7162248/,,,,,,,,,,AK,
841,LightCycler 480 Service,2,https://doi.org/10.1155/2017/5279065;https://www.ncbi.nlm.nih.gov/pubmed/28546965/,,,,,,,,,,AK,
842,DivErsity pArtitioning by hieRarchical Clustering (DEmARC),1,https://doi.org/10.1038/s41564-020-0709-x;https://www.ncbi.nlm.nih.gov/pubmed/32341570/,,,,,,,,,,AK,
843,ExPaSy,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7763493/,,,,,,,,,,AK,
844,pot,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7159123/,,,,,,,,,,AK,
845,Stemade,1,https://doi.org/10.1007/s12098-016-2206-z;https://www.ncbi.nlm.nih.gov/pubmed/27510612/,,,,,,,,,,AK,
846,MiSeq,9,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7122948/,,,,,,,,,,AK,
847,RNASeq by Expectation Maximization (RSEM),1,https://doi.org/10.1186/s12866-019-1498-3;https://www.ncbi.nlm.nih.gov/pubmed/31182015/,,,,,,,,,,AK,
848,OR PnP,1,https://arxiv.org/pdf/2011.02284v1.pdf,,,,,,,,,,AK,
849,Vigileo Monitor,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7100097/,,,,,,,,,,AK,
850,Veles,2,https://www.ncbi.nlm.nih.gov/pubmed/33425045/;https://doi.org/10.1007/s12559-020-09773-x,,,,,,,,,,AK,
851,AcademicTwitter,1,https://doi.org/10.1007/s10067-020-05405-9;https://www.ncbi.nlm.nih.gov/pubmed/32939569/,,,,,,,,,,AK,
852,Solar,1,https://www.ncbi.nlm.nih.gov/pubmed/33274064/;https://doi.org/10.7189/jgh.10.020425,,,,,,,,,,AK,
853,PedsAnesthesia,1,https://doi.org/10.3390/children7110233;https://www.ncbi.nlm.nih.gov/pubmed/33212904/,,,,,,,,,,AK,
854,XTRACTs,3,https://doi.org/10.1016/j.compbiomed.2020.103963;https://api.elsevier.com/content/article/pii/S0010482520302961;https://www.sciencedirect.com/science/article/pii/S0010482520302961?v=s5;https://www.ncbi.nlm.nih.gov/pubmed/32828990/,,,,,,,,,,AK,
855,Gene traffic,1,https://www.ncbi.nlm.nih.gov/pubmed/19397807/;https://doi.org/10.1186/1471-2229-9-46,,,,,,,,,,AK,
856,KIHASA,1,https://www.ncbi.nlm.nih.gov/pubmed/29979418/;https://doi.org/10.1097/md.0000000000011358,,,,,,,,,,AK,
857,Kodak Digital Science 1D Image Analysis,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC521691/,,,,,,,,,,AK,
858,CustomVision,7,https://doi.org/10.1101/2020.05.21.20106518;http://medrxiv.org/cgi/content/short/2020.05.21.20106518v1?rss=1,,,,,,,,,,AK,
859,Sonosims®,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7448394/,,,,,,,,,,AK,
860,WINGZ,1,https://www.sciencedirect.com/science/article/pii/016817029290067J;https://api.elsevier.com/content/article/pii/016817029290067J;https://www.ncbi.nlm.nih.gov/pubmed/1604932/,,,,,,,,,,AK,
861,AMSEO,9,https://doi.org/10.1016/j.asoc.2020.106385;https://www.ncbi.nlm.nih.gov/pubmed/32395097/;https://www.sciencedirect.com/science/article/pii/S1568494620303252?v=s5;https://api.elsevier.com/content/article/pii/S1568494620303252,,,,,,,,,,AK,
862,OligoAnalyzer,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5234545/,,,,,,,,,,AK,
863,MacroDox,1,https://www.ncbi.nlm.nih.gov/pubmed/16242152/;https://www.sciencedirect.com/science/article/pii/S0022283605010648;https://api.elsevier.com/content/article/pii/S0022283605010648,,,,,,,,,,AK,
864,mdtraj,2,https://doi.org/10.1021/acscentsci.0c01056;https://www.ncbi.nlm.nih.gov/pubmed/33140034/,,,,,,,,,,AK,
865,Cell QuestPro,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7138800/,,,,,,,,,,AK,
866,Matlab optimization toolbox,1,https://www.sciencedirect.com/science/article/pii/S0360132314001929;https://doi.org/10.1016/j.buildenv.2014.06.006;https://api.elsevier.com/content/article/pii/S0360132314001929;https://www.ncbi.nlm.nih.gov/pubmed/32288028/,,,,,,,,,,AK,
867,EstomatoNet,2,https://doi.org/10.1111/odi.13527;https://www.ncbi.nlm.nih.gov/pubmed/32615648/,,,,,,,,,,AK,
868,SOLiD,5,https://doi.org/10.3390/ijms12117861;https://www.ncbi.nlm.nih.gov/pubmed/22174638/,,,,,,,,,,AK,
869,R package wavethresh,1,https://doi.org/10.1101/2021.01.21.427579,,,,,,,,,,AK,
870,Excel Workbook,1,https://www.sciencedirect.com/science/article/pii/S2352340920313068?v=s5;https://api.elsevier.com/content/article/pii/S2352340920313068;https://www.ncbi.nlm.nih.gov/pubmed/33102643/;https://arxiv.org/pdf/2011.06689v1.pdf;https://doi.org/10.1016/j.dib.2020.106424,,,,,,,,,,AK,
871,Kwd,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7148057/,,,,,,,,,,AK,
872,PMSYS,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7148101/,,,,,,,,,,AK,
873,ImageCLEFlifelog,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7148101/,,,,,,,,,,AK,
874,SysML,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7242043/,,,,,,,,,,AK,
875,IPN,1,https://arxiv.org/pdf/2010.12493v2.pdf,,,,,,,,,,AK,
876,UZH,1,https://doi.org/10.1101/2020.12.03.410829,,,,,,,,,,AK,
877,Line app,1,https://doi.org/10.1016/j.jfma.2020.03.007;https://www.sciencedirect.com/science/article/pii/S0929664620300814;https://www.ncbi.nlm.nih.gov/pubmed/32222336/;https://api.elsevier.com/content/article/pii/S0929664620300814,,,,,,,,,,AK,
878,igragh,1,https://www.sciencedirect.com/science/article/pii/S2210670721000469?v=s5;https://api.elsevier.com/content/article/pii/S2210670721000469,,,,,,,,,,AK,
879,IranMedexMagIran,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7102202/,,,,,,,,,,AK,
880,Dcomplex,4,https://arxiv.org/pdf/2008.12473v1.pdf,,,,,,,,,,AK,
881,MsigDB,1,https://doi.org/10.1101/2020.04.27.063727,,,,,,,,,,AK,
882,NPDL engine,1,https://www.ncbi.nlm.nih.gov/pubmed/22369688/;https://doi.org/10.1186/1471-2164-12-s4-s13,,,,,,,,,,AK,
883,CASCADE,28,https://www.ncbi.nlm.nih.gov/pubmed/33050900/;https://doi.org/10.1186/s12931-020-01513-x,,,,,,,,,,AK,
884,Chromeleon software,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7470892/,,,,,,,,,,AK,
885,DeepLoc,4,https://doi.org/10.1101/2021.01.14.426726,,,,,,,,,,AK,
886,newbler assembler,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7167908/,,,,,,,,,,AK,
887,HFACSÀMaintenance,1,https://api.elsevier.com/content/article/pii/B9780128129951000130;https://www.sciencedirect.com/science/article/pii/B9780128129951000130,,,,,,,,,,AK,
888,luminex,1,http://medrxiv.org/cgi/content/short/2021.01.25.21250189v1?rss=1;https://doi.org/10.1101/2021.01.25.21250189,,,,,,,,,,AK,
889,ThT,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7788601/,,,,,,,,,,AK,
890,QuAC,1,https://arxiv.org/pdf/2010.01657v1.pdf,,,,,,,,,,AK,
891,SPSS Stadistics,1,https://www.sciencedirect.com/science/article/pii/S0025775320304504?v=s5;https://api.elsevier.com/content/article/pii/S0025775320304504;https://www.ncbi.nlm.nih.gov/pubmed/32718719/;https://doi.org/10.1016/j.medcli.2020.06.026,,,,,,,,,,AK,
892,THECGE,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7332765/,,,,,,,,,,AK,
893,Waters MassLynx,1,https://api.elsevier.com/content/article/pii/S0022030220307888;https://doi.org/10.3168/jds.2019-18045;https://www.ncbi.nlm.nih.gov/pubmed/33041038/;https://www.sciencedirect.com/science/article/pii/S0022030220307888,,,,,,,,,,AK,
894,TWIM,1,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/pro.3513,,,,,,,,,,AK,
895,ileader,1,https://doi.org/10.1038/s42003-020-0849-9;https://www.ncbi.nlm.nih.gov/pubmed/32170151/,,,,,,,,,,AK,
896,Radar,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7256214/,,,,,,,,,,AK,
897,HemoFAXS,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7169346/,,,,,,,,,,AK,
898,Illumina Nextseq 500,1,https://doi.org/10.3389/fcvm.2020.623012;https://www.ncbi.nlm.nih.gov/pubmed/33521069/,,,,,,,,,,AK,
899,Excel QI charts,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7190252/,,,,,,,,,,AK,
900,SIMMreported,1,https://www.ncbi.nlm.nih.gov/pubmed/33526953/;https://doi.org/10.1007/s11747-020-00765-9,,,,,,,,,,AK,
901,SNVeff,1,https://doi.org/10.1186/s13073-020-00751-4;https://www.ncbi.nlm.nih.gov/pubmed/32605661/,,,,,,,,,,AK,
902,MPRAu,1,https://doi.org/10.1101/2021.01.13.424697,,,,,,,,,,AK,
903,Biolidics,1,https://www.ncbi.nlm.nih.gov/pubmed/32665420/;https://doi.org/10.1128/jcm.01361-20,,,,,,,,,,AK,
904,Nextflow,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7304703/,,,,,,,,,,AK,
905,wA,1,https://arxiv.org/pdf/2008.10685v2.pdf;https://www.ncbi.nlm.nih.gov/pubmed/33501352/;https://doi.org/10.3389/frobt.2020.592382,,,,,,,,,,AK,
906,AHSE,1,https://doi.org/10.1007/s10459-020-10012-z;https://www.ncbi.nlm.nih.gov/pubmed/33175325/,,,,,,,,,,AK,
907,Widgets,1,https://www.ncbi.nlm.nih.gov/pubmed/29140470/;https://doi.org/10.1093/nar/gkx1095,,,,,,,,,,AK,
908,graphPad,3,https://doi.org/10.1007/s13273-019-0046-4;https://www.ncbi.nlm.nih.gov/pubmed/32226459/,,,,,,,,,,AK,
909,FIWARE NGSI,1,https://doi.org/10.3390/s20154131;https://www.ncbi.nlm.nih.gov/pubmed/32722319/,,,,,,,,,,AK,
910,. pl,3,https://doi.org/10.1016/j.jtbi.2009.05.011;https://www.ncbi.nlm.nih.gov/pubmed/19481099/;https://api.elsevier.com/content/article/pii/S0022519309002367;https://www.sciencedirect.com/science/article/pii/S0022519309002367,,,,,,,,,,AK,
911,DockRMSD,1,https://doi.org/10.1080/07391102.2020.1852964;https://www.ncbi.nlm.nih.gov/pubmed/33317409/,,,,,,,,,,AK,
912,Tableau Prep Builder,1,https://doi.org/10.1101/2020.11.17.20233023;http://medrxiv.org/cgi/content/short/2020.11.17.20233023v1?rss=1,,,,,,,,,,AK,
913,MLMP,1,https://www.ncbi.nlm.nih.gov/pubmed/21618914/,,,,,,,,,,AK,
914,Symploca,1,https://www.ncbi.nlm.nih.gov/pubmed/33398273/;https://doi.org/10.1101/2020.12.23.424111,,,,,,,,,,AK,
915,DataLogger,1,https://arxiv.org/pdf/2011.02284v1.pdf,,,,,,,,,,AK,
916,Raspberry Pi,15,https://www.sciencedirect.com/science/article/pii/S2352648320300398?v=s5;https://doi.org/10.1016/j.smhl.2020.100147;https://api.elsevier.com/content/article/pii/S2352648320300398;https://www.ncbi.nlm.nih.gov/pubmed/33251320/,,,,,,,,,,AK,
917,AutoPbsc,10,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7169291/,,,,,,,,,,AK,
918,rpart,27,https://www.ncbi.nlm.nih.gov/pubmed/27798277/,,,,,,,,,,AK,
919,NosoLine,1,https://www.ncbi.nlm.nih.gov/pubmed/16183520/;https://www.sciencedirect.com/science/article/pii/S1473309905702437;https://api.elsevier.com/content/article/pii/S1473309905702437,,,,,,,,,,AK,
920,ti,108,http://medrxiv.org/cgi/content/short/2020.11.20.20235978v1?rss=1;https://doi.org/10.1101/2020.11.20.20235978,,,,,,,,,,AK,
921,Scanpy 163,1,https://doi.org/10.1101/2020.04.19.049254,,,,,,,,,,AK,
922,BioConda,3,https://doi.org/10.1101/2020.02.21.959973,,,,,,,,,,AK,
